Intensity_db,DB dIM,dRetention
17408.799,-0.0032,-187.7229
17039.076,-0.0268,-202.1258
16291.136,-0.021,-197.0528
14367.942,-0.018,-196.85
359676.53,0.0158,-23.1693
359304.25,-0.0066,-24.3356
354997.12,0.0175,-31.9442
316646.88,0.0148,-32.4995
294748.78,-0.0033,-26.3235
278307.7,0.0111,-30.6349
253498.45,0.0129,-33.8572
242540.52,0.012,-34.4885
218967.62,0.0187,-38.9405
165209.64,-0.008,-18.7289
155852.19,0.0095,-26.2558
154003.12,0.0099,-26.8932
91343.34,0.0073,-18.6589
90963.24,0.0052,-19.8256
80664.52,-0.0125,-14.0723
67638.45,0.0082,-19.904
65801.81,0.0062,-21.0703
41990.617,0.0058,-15.475
37229.36,-0.001,-14.2793
26549.537,0.0013,-16.6122
23901.36,-0.0018,-9.009
20822.02,-0.0014,-17.7775
307306.53,,
267272.9,,
54278.27,,
180329.8,0.0338,-121.5589
152961.17,0.0359,-467.8093
149507.9,0.0367,-468.9751
134087.28,0.0367,-467.3917
128323.02,0.0319,-464.1758
125457.164,0.0371,-466.859
124537.32,0.0354,-465.6927
104631.414,0.0259,-117.3356
82903.55,0.0331,-456.9316
79778.4,0.0314,-458.6263
57681.832,0.0239,-113.1001
45092.363,0.0272,-454.6082
29040.037,0.0243,-109.2051
356786.34,-0.0086,25.505
302963.47,-0.0103,24.1614
231786.58,0.009,13.8432
161681.55,-0.0139,29.935
101584.29,0.0101,12.6354
79282.086,0.0049,22.0729
60012.895,0.0168,-387.3216
55325.832,0.0145,-382.5229
55198.637,0.3289,18.6827
48022.438,0.0154,-383.4924
45125.152,0.0158,-385.2033
43353.22,-0.0058,27.6835
42572.492,0.3253,18.3302
35321.066,0.3282,15.9974
32756.666,-0.0024,24.7808
24659.13,0.3286,14.9686
22525.15,-0.0116,31.8203
21670.67,-0.0056,31.3483
19466.934,-0.0077,29.4871
15049.464,0.3232,30.236
233937.86,,
145400.36,,
78357.555,,
64051.277,,
54078.61,,
27939.008,,
26834.56,,
355897.25,0.1805,-20.5896
344208.62,0.2018,-13.5934
206338.3,0.1898,-21.1826
190221.88,0.1801,-41.0079
178407.11,0.0156,-26.4214
171907.95,-0.0022,-30.3214
165337.83,0.0062,-20.1647
109676.19,0.1785,-32.9058
81339.27,0.1643,-20.3423
78496.18,0.1909,-6.5968
77767.28,0.1909,-10.0956
76752.39,0.167,-12.4282
62243.516,0.0088,-18.0967
48413.44,0.0106,-5.2681
37099.395,0.1629,-11.1867
148732.8,0.0248,-27.2317
143471.39,0.0257,-28.3971
87212.95,0.0295,-438.7985
82392.53,0.0343,-441.1314
82283.37,0.0301,-428.3027
80544.18,0.0298,-431.044
80281.57,0.0324,-431.6549
78174.305,0.0268,-436.3198
76082.52,0.0288,-437.4851
74353.38,0.0269,-426.9879
71803.79,0.0276,-316.755
68846.78,0.0225,-26.5082
66714.49,0.0312,-536.762
65424.83,0.0282,-434.8719
64946.766,0.0309,-535.4585
64620.3,0.0321,-537.9278
62893.363,0.0227,-27.6752
62873.355,0.0264,-441.5409
62432.066,0.0271,-429.6728
61770.67,0.0299,-318.673
60857.926,0.0303,-537.7899
60601.902,0.0306,-436.6708
60187.65,0.0308,-437.8359
60019.69,0.0293,-429.0418
59064.42,0.0271,-427.8747
54938.418,0.0245,-537.3203
54534.484,0.027,-316.193
51029.605,0.0261,-535.8064
50069.324,0.0276,-537.5089
48749.777,0.0285,-318.8771
40288.547,0.0223,-425.5823
38965.11,0.0238,-423.7741
38691.562,0.0248,-319.4026
38664.406,0.0101,-16.4447
37935.707,0.0237,-426.1072
37617.18,0.0255,-426.749
37467.05,0.0237,-424.9405
36986.562,0.0224,-422.6069
36683.93,-0.2241,-361.6762
31952.287,0.0223,-530.5443
30842.396,0.0248,-529.9064
30397.146,0.0256,-528.7419
30176.922,0.023,-422.0837
28738.875,0.0211,-305.9708
27661.53,0.0195,-311.2928
26565.775,0.0251,-313.6247
26320.316,0.03,-434.2707
26204.453,0.0212,-312.4584
25893.719,0.0236,-309.4689
24156.352,0.021,-314.7909
21906.156,0.0157,-424.3484
19283.832,0.0132,-14.5177
18682.912,0.0182,-526.977
14151.068,0.0166,-425.59
12408.308,0.0172,-527.0561
217833.06,0.0594,17.2539
190866.17,0.0564,19.3957
183157.67,0.0586,16.269
117815.85,0.0557,22.3206
70084.28,0.049,29.8485
39758.66,0.0457,33.1038
36602.113,0.0459,28.439
33946.72,0.0435,33.1402
355278.25,,
334730.38,,
332149.2,,
278149.6,,
184435.08,,
182742.64,,
181996.27,,
178233,,
97810.35,,
95309.09,,
82031.39,,
49977.582,,
38806.28,,
24636.244,,
23014.664,,
22254.021,,
83569.8,,
26068.096,,
9613.952,,
352346.34,,
173507.34,,
231793.08,0.0149,-51.6097
214797.2,0.0124,-48.8709
82058.44,-0.0021,-36.0825
38594.98,-0.0077,-36.3308
28213.338,-0.0063,-30.0588
24418.682,-0.0081,-32.1773
19623.947,-0.0052,65.5284
126358.15,0.2035,-66.4591
125185.02,0.2037,-71.2535
117213.93,0.2006,-68.9635
87017.055,0.1858,-79.2879
81394.42,-0.0088,-68.5199
81259.43,0.1855,-80.6269
80021.37,-0.0333,-79.4616
73472.96,0.1862,-80.6653
70046.07,0.1834,-81.9647
52169.51,-0.0355,-66.5783
46502.465,0.1821,-71.2434
35459.496,0.1778,-65.0212
33616.684,0.1788,-64.7054
15121.159,0.1774,-60.3637
12911.747,0.1746,-56.8268
348365,0.0061,-101.3208
330975.38,0.0034,-101.8798
288537.44,-0.0012,-101.1776
235525.61,0.2652,-102.4862
220848.08,0.2623,-97.2101
212008.33,0.2643,-104.2128
156513.02,0.0014,-95.1034
152957.83,0.0017,-94.4673
145278.92,0.2622,-105.5662
139967.81,0.2655,-103.8643
84632.984,-0.0008,-89.2037
79898.81,-0.0022,-89.2801
75634.14,0.2599,-88.1063
60315.465,0.259,-95.6336
54182.78,-0.0095,-82.4905
44770.832,-0.0089,-83.6888
42521.035,-0.0089,-84.8213
36510.242,-0.0038,-87.1868
34141.68,0.2566,-86.8709
29390.104,0.2561,-86.9477
26712.525,-0.0048,-79.5518
22166.072,-0.0042,-80.9342
13490.575,0.2186,-93.7126
13054.223,0.2185,-93.9038
346456.9,0.0077,-40.9821
315643.12,0.007,-40.2153
312168.44,0.0065,-39.5879
291071.6,0.0033,-47.9782
249672.67,0.0006,-46.0471
226109.61,0.0038,-44.063
222234.81,0.0017,-48.5781
221081.94,-0.002,-46.5853
218265.38,-0.0103,-26.2214
209701.45,0.0015,-45.2304
198361.94,-0.0093,-25.5931
196920.48,-0.0102,-28.1506
158506.62,-0.0053,-29.1615
156362.31,-0.0007,-32.3083
135153.83,-0.0021,-39.3057
133451.78,-0.003,-36.1588
121176.99,-0.0022,-40.4718
84306.72,-0.0082,-30.4955
78494.26,-0.0089,-31.6612
72522.51,-0.0089,-31.7305
68344.89,-0.0092,-32.896
34224.207,-0.0179,-32.0094
33764.715,-0.0138,-28.4082
32399.873,-0.0124,-29.5743
23030.13,-0.0162,-26.6173
21013.02,-0.0134,-27.7841
20087.885,-0.0172,-28.9504
19121.676,-0.0138,-27.4964
346324.78,,
331084.56,,
331084.56,,
325926.94,,
306671.5,,
283401.4,,
214741.7,,
143898,,
138906.86,,
134851.31,,
52094.98,,
345316.38,-0.0108,-166.4507
345316.38,-0.0086,-166.4507
290922,-0.0108,-164.8256
290922,-0.0099,-164.8256
273569.56,-0.0128,-159.9092
253449.7,-0.0112,-171.1144
238461.44,-0.0131,-165.8812
221763.92,-0.0113,-167.0467
193879.33,-0.0066,-165.1346
176810.25,-0.0146,-170.6571
162286.28,-0.0038,-165.6871
162286.28,-0.0106,-165.6871
157398.8,-0.012,-169.2696
118800.5,-0.0109,-145.6114
107957.98,-0.0116,-169.8519
73716.72,-0.0141,-171.7887
51499.207,-0.0209,-159.7824
47966.125,-0.0154,-160.6755
44638.527,-0.0142,-161.9225
30375.244,-0.0141,-150.2193
12686.9375,-0.0147,-167.1707
10500.836,-0.0103,-166.1884
7812.291,-0.0154,-168.2012
2646.581,-0.0161,-161.9426
2069.0605,-0.0163,-164.0351
1354.1646,-0.0153,-163.4166
344836.78,,
285769.75,,
280853.8,,
266443.88,,
251131.75,,
226342.3,,
203181.5,,
200721.58,,
187316.44,,
171798.42,,
158628.88,,
158594.81,,
67874.71,,
49668.78,,
338007.97,,
312285.03,,
282814.2,,
277183.12,,
169681.64,,
143095.42,,
136345.34,,
133516.67,,
122046.59,,
46276.047,,
45820.363,,
44465.066,,
27593.37,,
206599.33,0.0128,-133.5176
179542.98,0.0117,-133.3697
117939.09,0.0098,-123.943
115607.16,0.0074,-125.3998
57014.156,0.2668,-132.3512
54302.5,0.0114,-118.9041
54279.59,0.0067,-118.3338
50036.49,0.0076,-120.0724
29897.295,0.0105,-118.1596
26913.889,0.0044,-115.2164
17352.094,0.0138,-107.615
344118.25,0.0111,-64.6747
299813.3,0.0326,-69.34
297859.97,0.0081,-60.8801
294025.97,0.0091,-62.0462
276289.12,0.0067,-65.067
273597.56,0.0108,-70.5064
273363.2,0.0371,-66.7104
258199.64,0.0469,-59.7139
252000.05,0.0074,-69.0427
231312.94,0.0065,-70.2095
158241.62,0.0076,-67.6003
154100.61,0.0065,-67.3464
153493.56,0.007,-68.5655
122503.65,0.008,-69.6799
82841.97,0.0038,-59.7844
81996.67,0.042,-65.8404
80628.125,0.0369,-63.2119
73994.69,-0.0128,-59.9817
71993.53,0.0014,-64.4506
64924.793,0.0059,-62.3131
64895.645,0.0041,-65.6168
56644.074,-0.0014,-66.7827
56133.77,0.006,-63.4802
52362.28,0.0373,-62.7336
47375.457,0.0042,-64.6463
39227.297,0.0362,-62.935
36378.785,0.0033,-65.8132
35455.297,0.0351,-64.1007
33405.883,0.0359,-63.8478
22816.014,0.003,-58.0236
20586.666,-0.0004,-59.5349
20324.023,-0.0029,-59.1902
19832.238,-0.0002,-60.7009
18929.32,-0.0012,-60.3562
16863.104,0.0302,-57.6501
12559.526,0.0294,-58.6185
11182.935,0.0264,-56.2873
6893.9556,-0.0043,-59.3685
344047,0.0042,-2.1745
337708.88,0.0041,-3.8962
331262.16,0.0017,1.4681
322314.28,0.0036,-1.7539
320737.22,1.00E-04,-0.0524
316496.22,-0.0031,-9.7266
305518.66,-0.002,-6.6955
304605.28,-0.0017,-8.7524
304605.28,0.0134,-8.7524
294042.28,0.0111,-9.9178
291367.94,-0.0039,-7.8623
280920.88,-0.0028,-9.3837
246354.44,-0.0066,-10.5485
232553.36,0.0038,4.0437
218801.12,0.0115,0.0143
209220.94,-0.0096,-2.3176
206526.75,-0.0071,-2.9541
194667.19,-0.0044,-3.4838
116970.086,-0.0042,1.7801
84278.48,-0.0045,8.4926
83744.84,-0.0204,9.6595
71201.75,-0.0044,6.1608
69634.06,-0.0064,4.9618
37594.066,-0.0094,17.046
77876.375,0.0229,34.986
33308.555,0.0337,35.9775
17531.244,0.034,38.1669
341425.4,,
319749.28,,
304352.75,,
295626.44,,
285000.84,,
271845.3,,
271156.3,,
255403.62,,
248501.36,,
243531.56,,
141154.81,,
131633.03,,
126890.086,,
123672.72,,
74210.9,,
73612.72,,
73086.41,,
70639.734,,
42174.17,,
31965.361,,
30470.271,,
26664.688,,
19285.78,,
16402.21,,
15671.817,,
340808.9,0.0117,-243.6796
340674.8,,
325029.6,,
323516.9,,
318968.1,,
203445.17,,
130874.79,,
110099.77,,
97707.445,,
66223.93,,
43384.188,,
287162.56,,
121482.02,,
111317.96,,
65008.855,,
45342.035,,
37815.586,,
26505.354,,
23713.227,,
339566.38,,
338864.75,,
308868.75,,
216140.05,,
144546.66,,
143581.27,,
63857.715,,
34260.47,,
32585.557,,
326586.62,0.3211,-57.4443
310368.44,0.3066,-59.7761
288153.9,0.3037,-64.9944
272053,0.3028,-66.1601
212318.45,0.3027,-66.8971
206739.02,0.3027,-66.5801
167746.73,0.065,-64.565
152058.42,0.3019,-57.0534
141602.9,0.0638,-63.8273
139926.48,0.3029,-55.3752
84269.04,0.058,-54.2088
77059.734,0.063,-54.7217
70512.88,0.2995,-49.9873
41798.1,0.0588,-47.6557
40330.707,0.2976,-43.4495
40230.605,0.058,-47.834
36977.33,0.0621,-48.8223
31475.643,0.0577,-49.9873
22070.49,0.0626,-41.1161
17540.418,0.2983,-39.5167
338681.1,0.0024,19.3996
326322.6,-0.0123,30.03
326077.2,-0.0055,26.0998
313964.2,-0.0057,37.0269
296033.94,-0.0105,25.5583
270672,0.0135,20.8914
261040.81,-0.0087,22.6957
257074.95,0.0137,21.5298
249008.08,-0.004,20.3632
239319.02,0.0078,21.8669
209311.42,0.0006,18.027
195468.98,-0.0136,32.2435
170448.19,0.0052,36.2453
167645.48,-0.0061,40.4073
146864.66,0.2189,18.2341
146395.64,0.0113,31.0773
126788.445,0.2178,24.2001
117113.94,0.2163,21.4336
112286.836,0.2164,20.2686
106859.664,0.2174,23.0326
106109.414,0.2187,20.8914
100609.79,0.2189,21.8669
91096.48,0.2177,21.5298
82937.56,-0.0081,43.3049
81700.45,-0.0094,43.1307
47408.53,0.2155,33.9107
42955.773,-0.0055,48.8193
38323.89,0.2134,33.4099
31916.506,-0.011,48.9933
337259.34,0.0091,-203.4466
306256.97,0.0101,-195.3156
305276.88,0.0143,-210.4541
283146.75,0.0132,-203.4801
268567.28,0.0101,-197.8519
254498.8,0.014,-206.0154
245348.42,-0.0028,-199.0031
234884.06,0.0096,-205.1321
150055.03,0.0019,-188.7121
135778.88,0.0095,-196.7917
128770.23,0.006,-198.0416
58501.76,-0.0036,-192.5704
56037.637,0.0005,-192.147
43630.992,0.0005,-193.3131
33456.08,-0.0027,-188.6366
29401.822,-0.0015,-186.0001
20999.324,-0.0023,-191.8309
13848.954,0.0017,-182.2087
13616.409,-0.0017,-183.4009
337213.5,0.0012,-50.915
326348.3,0.0049,-56.7465
300784.2,0.0041,-53.1219
254634.27,0.0018,-56.4277
170641.67,-0.0039,-48.0668
166561.22,-0.0028,-46.39
92418.38,-0.0087,-43.3384
51420.652,-0.0137,-36.7695
48508,-0.0119,-37.9363
45217.062,-0.0087,-40.2929
25646.967,-0.0123,-32.8629
23857.322,-0.012,-32.6601
21909.951,-0.0123,-30.3269
19728.883,-0.0104,-34.9931
336902.44,-0.0197,55.1848
328801.53,-0.05,52.8516
307790.22,-0.0217,54.9946
299323.5,-0.0546,57.2965
296953.25,-0.0591,57.3262
287677.84,-0.0198,49.352
251722,0.0035,60.9977
236946.27,-0.0584,57.1491
217327.58,-0.0197,51.4655
215885.92,-0.0193,52.8349
213715.75,-0.0224,50.2982
212829.06,-0.0206,49.1622
176377.42,-0.022,50.1499
101483.945,-0.0598,64.3886
99473.6,-0.0482,-351.9923
91282.695,-0.0255,57.1008
89079.77,-0.0235,57.3922
86015.83,-0.0288,-353.1585
80045.03,-0.0542,-348.3666
77412.3,-0.0238,56.2253
76114.19,-0.0395,-352.2976
67845.03,-0.0233,-357.8334
67401.64,-0.0423,-350.5105
61469.3,-0.0259,-355.3653
58964.66,-0.0262,-356.3406
53894.504,-0.0258,-355.1745
52765.39,-0.0272,-358.1282
48430.355,-0.0271,-356.8716
37296.066,-0.0288,61.8359
35661.29,-0.0289,61.2667
28375.791,-0.0299,58.9341
27473.477,-0.028,-348.4897
26548.822,-0.0324,-349.153
25751.162,-0.027,-349.6575
17431.494,-0.0562,-353.1585
16127.894,-0.0304,67.8402
15902.138,-0.0336,67.2831
15223.7295,-0.0288,63.1751
12045.223,-0.0313,-346.7559
11149.53,-0.0332,-347.9221
336695.3,-0.0008,316.4706
212536.95,0.0164,300.7668
163411.31,0.2177,299.272
62906.266,0.008,312.5041
332724.25,0.0044,-166.3804
303173.97,0.0022,-159.628
301618.53,0.0026,-156.4467
250728.08,-0.0099,-161.3114
250079.06,0.0058,-160.145
245463.58,0.0045,-162.0507
75198.555,0.3656,-159.9466
60208.688,0.3678,-161.1123
57798.473,0.3659,-157.2954
51989.637,0.3666,-167.5452
43735.94,0.3648,-161.3114
41117.746,0.3649,-162.0507
41094.582,-0.0006,-800.5312
41033.656,-0.0002,-801.6971
39573.496,0.0033,-804.0283
38990.01,0.0016,-802.8624
37506.984,-0.0003,-800.7164
36477.668,0.0008,-795.8863
35768.477,0.0002,-794.7197
34657.207,-0.0007,-797.052
32004.709,-0.0015,-796.0861
30784.217,-0.0017,-797.4026
30643.758,-0.0002,-794.9206
30290.416,0.0004,-799.5852
29775.398,0.0021,-798.2174
16546.271,0.3629,-153.6244
12690.45,-0.0017,-787.8228
336179.62,0.0096,293.143
323694.03,0.0069,287.3111
307465.28,0.0078,290.5044
294697.38,0.008,297.9341
278383.5,0.0063,288.1723
251296.5,0.0077,288.7928
248174.45,0.0055,287.6269
238373.95,0.0067,289.4296
164015.64,0.0033,297.1475
157735.44,0.002,297.8096
85623.46,-0.0003,303.0448
83839.3,-0.0001,301.8789
45387.074,-0.002,308.6989
45161.895,-0.005,307.568
25637.479,-0.002,314.8531
25580.053,-0.0016,314.9524
23525.85,-0.0045,309.1198
287008.5,,
284395.75,,
226896.33,,
212327.44,,
77967.695,,
68790.67,,
54047.527,,
37925.81,,
18267.287,,
17309.877,,
182221.73,,
181517.11,,
23375.084,,
21389.348,,
18506.68,,
18448.838,,
15836.2,,
10781.582,,
334636.03,-0.0052,-30.9746
175632.17,0.0147,-29.057
128541.06,0.0252,-14.0891
91202.22,0.0158,-173.272
70533.34,0.0174,-181.4367
68962.11,0.0153,-174.1443
66162.336,0.0096,-171.3329
62928.957,0.0142,-176.4764
56214.184,0.0134,-175.9978
48660.74,0.0162,-171.2812
47452.88,0.0173,-279.2299
46249.168,0.0164,-275.9711
45685.78,0.0125,-175.9463
45461.55,0.0113,-177.3653
44807.418,0.0144,-178.5313
43163.207,0.0099,-278.3027
39719.715,0.0143,-273.964
33169.527,0.0139,-275.3318
33155.902,0.0206,-271.3937
32081.943,0.0138,-275.1299
31653.104,0.0181,-270.2287
30627.307,0.0183,-273.7267
27777.564,0.0182,-293.2251
27586.43,0.0152,-293.7895
26743.322,0.0807,-275.7278
25957.486,0.0818,-273.3946
25720.648,0.0535,-32.1401
25271.992,0.0202,-294.9552
25122.773,0.0799,-272.2289
24688.447,0.0217,-296.1211
24513.646,0.0493,-25.8778
23543.49,0.0143,-300.4623
23197.553,0.0477,-24.7128
22030.805,0.0153,-290.2902
19758.43,0.0138,-293.5602
19664.95,0.021,-297.4908
15991.784,0.0789,-272.4717
15934.72,0.0072,-174.2148
15575.806,0.0077,-170.7163
13496.481,0.4433,-274.5612
12580.102,0.0116,-168.5804
12216.484,0.445,-276.8932
11287.804,0.0465,-22.0596
8877.303,0.4357,-22.6625
320289.47,-0.016,-321.7484
301050.22,-0.0144,-319.8803
293969.28,-0.0167,-329.3531
258383.38,-0.0118,-322.5684
188118.31,-0.0115,-327.233
77127.23,-0.0242,-313.814
76948.72,0.2535,-324.0812
72515.61,-0.0164,-314.9819
48210.06,0.2549,-326.0657
35843.85,-0.024,-310.559
25343.562,0.2552,-314.3368
24902.703,0.2557,-315.5025
23489.518,0.253,-316.139
22635.867,0.2526,-317.3061
21936.932,0.2537,-316.6687
17617.59,0.2551,-318.4716
301679.84,0.0062,-3.682
285940.53,0.0055,-4.8495
232664.11,0.0036,7.7609
224342.31,0.0056,0.7528
219786.75,0.0044,-0.4129
111990.65,-0.0162,14.6343
111153.9,0.0011,18.1332
64621.223,0.3539,6.8136
49913.324,0.3517,1.6365
48646.55,0.351,3.2861
34469.68,0.3497,6.585
31737.89,0.3519,6.5943
31068,0.3508,4.2517
24849.346,-0.0067,15.3667
23229.068,-0.0056,14.1989
310624.72,0.0239,-276.7557
301368.38,0.0129,-272.4311
299574.97,0.0152,-272.8545
286084.25,0.0096,-270.2848
274781.6,0.0208,-275.779
148313.92,0.0162,-271.176
103252.97,0.0047,-266.7759
30651.99,0.0083,-267.9361
27100.656,0.0066,-256.9772
317967.88,0.0149,-79.1306
303780.03,0.0149,-86.1289
232172.5,0.0142,-87.0772
164585.36,0.0096,-79.3506
95289.24,0.0052,-72.2887
43275.547,0.0024,-69.242
39346.01,0.0009,-70.4077
27200.227,0.0017,-66.2743
297987.2,,
89575.24,,
40489.246,,
35137.38,,
34307.703,,
31926.014,,
28837.334,,
28721.889,,
28367.451,,
26061.148,,
26053.588,,
12147.973,,
11065.325,,
9334.051,,
331644.38,,
277288.25,,
206850.08,,
199129.38,,
194957.36,,
120126.336,,
73584.336,,
69902.58,,
66430.266,,
65735.36,,
63596.543,,
59766.758,,
40436.258,,
39207.035,,
38551.094,,
38335.902,,
35740.21,,
28846.625,,
19573.926,,
14332.378,,
331419.66,0.0056,-161.6281
249649.92,0.0033,-160.0305
233806.3,-0.0151,-159.5549
178655.3,0.0065,-164.219
161585.8,-0.004,-156.4036
138728.88,0.0054,-167.0283
131579.72,0.0043,-165.7329
116987.98,-0.0049,-149.4058
112327.54,-0.0151,-164.5669
88096.76,0.0097,-168.6259
34687.348,-0.0083,-161.4779
31809.025,-0.0027,-162.4479
25018.4,0.4178,-157.9861
24956.86,-0.0017,-163.6134
18136.45,0.4125,-153.723
18011.426,0.4175,-155.3663
8432.893,-0.0067,-154.5826
327993.16,0.0166,182.1719
230575.95,0.0142,177.3306
204116.77,0.0132,176.1633
124031.43,0.009,186.9049
96260.46,0.007,184.2808
90062.516,0.0145,181.0723
45055.207,0.0035,191.3475
20185.264,0.0007,205.5144
18902.576,-0.0021,197.3502
14916.983,-0.0049,204.9582
330234.06,0.0221,-817.4499
305060.1,0.0236,-824.0172
300177.75,0.0209,-819.2233
273569,0.0172,-823.2805
247519.5,0.022,-822.5313
236623.33,0.0188,-821.8976
136955.42,0.0183,-807.8252
127431.48,-0.0414,-825.1841
110953.664,-0.0424,-820.9482
103357.4,-0.0424,-818.0562
95204.43,-0.0475,-823.6961
83046.75,0.0132,-802.4415
79165.61,-0.0429,-823.0628
78246.76,0.013,-804.9546
57169.145,-0.0446,-811.9867
52959.31,0.2535,-820.9482
51717.832,0.2521,-820.1983
51596.59,0.2509,-821.364
51329.957,0.2532,-819.5641
51288.395,-0.0464,-807.8252
43409.12,0.2504,-821.8976
34390.742,0.0091,-795.8725
31991.89,0.011,-794.7071
30497.89,-0.0006,-793.565
30497.89,0.0126,-793.565
27366.037,-0.0456,-803.7891
23657.318,-0.0459,-803.6071
18879.78,0.2508,-804.9894
16106.555,-0.0513,-799.3715
329894.06,0.1645,-478.1285
312614,0.1662,-481.6273
297400.3,0.1643,-475.5632
294089.75,0.1648,-478.5251
277196.72,0.164,-479.0633
267862.22,0.1684,-482.0244
241943.8,0.1683,-478.7235
238035.8,0.1669,-475.3753
222759.2,0.1624,-484.5544
214625.7,0.166,-480.0407
195944.38,0.1649,-485.7214
121932.1,0.1652,-466.3018
121332.62,0.1646,-471.7823
111753.22,0.167,-472.1328
111225.49,0.1653,-476.447
99204.73,-0.0045,-479.2961
94626.75,-0.0048,-475.5632
92619.71,-0.0069,-478.5251
87942.84,-0.0022,-476.7302
79022.77,-0.0043,-476.5418
68030.26,0,-483.3888
58882.855,0.1603,-467.6366
55519.48,0.1633,-471.2039
55442.613,-0.0052,-472.9473
52928.703,-0.0051,-469.8012
51109.234,-0.0065,-475.281
37908.9,-0.0093,-467.7054
32020.139,0.1584,-463.1072
26077.242,0.1616,-464.3835
24779.562,0.1602,-471.2736
23789.115,-0.0122,-464.1387
21546.61,-0.0096,-465.3047
15350.398,0.1631,-467.5767
15340.885,-0.0128,-466.6057
11948.161,0.1624,-459.6553
11932.956,-0.0142,-460.8857
11678.136,-0.0126,-464.2743
11442.397,0.1624,-460.8494
293887.75,0.0097,672.2013
328360.47,0.0046,-54.3182
320256.12,0.0048,-42.6553
276501.75,0.0015,-55.6729
263297.78,0.0039,-60.1487
252948.2,-0.0113,-44.9107
249643.94,0.0009,-48.9878
223590.33,-0.0034,-56.575
217221.94,-0.0031,-57.1504
201661.95,-0.0048,-58.3165
89906.836,-0.0016,-48.3837
49991.41,-0.0126,-41.8242
46157.363,-0.0105,-42.9913
43663.15,-0.0129,-42.705
37104.047,-0.0135,-45.3238
15104.769,-0.0096,-38.7538
14847.25,-0.0144,-37.8833
14230.677,-0.0117,-37.5869
14098.155,-0.0098,-39.9197
327292.78,,
308263.25,,
180151.58,,
326279.94,-0.0124,-46.4277
272690.06,0.0042,-52.6532
266450.72,0.0038,-50.1012
258087.17,0.0038,-48.3955
245600.27,0.0033,-54.7657
234876.98,0.0027,-51.4681
232778.3,0.0051,-49.926
231948.27,0.0019,-53.061
215117.83,-0.0018,-54.5925
212422.58,0.0004,-55.7587
211136.19,0.0018,-57.0982
210431.58,0.0008,-56.1335
209612.92,0.0033,-57.3175
167106.11,-0.002,-42.839
157239.86,-0.0021,-42.0134
146177.38,-0.0053,-48.67
138814.02,-0.0009,-49.8354
120727.81,-0.0033,-47.8451
91881.445,-0.0106,-42.1108
89234.29,-0.0035,-42.1795
80579.11,-0.0066,-43.2779
45912.234,-0.0132,-40.0512
43960.12,-0.0079,-41.217
42068.12,-0.0106,-42.4241
22501.502,-0.0101,-34.9887
22135.383,-0.01,-37.1003
21566.148,-0.0112,-35.9349
20976.799,-0.0093,-36.1551
19098.012,-0.0098,-37.3214
195801,0.2127,-90.2939
185193.44,0.2132,-91.4596
28119.229,0.1958,-76.0318
324199.03,0.0025,-71.0147
280217.7,0.0029,-66.0649
231618.88,0.0012,-76.8462
203676.81,-1.00E-04,-74.2277
167574.28,0.0027,-63.3202
165711.19,0.0016,-67.668
160981.78,-0.0006,-71.5855
155537.8,0.0047,-52.3563
150437,-0.0004,-72.7519
134137.25,0.0012,-73.9178
104767.44,0.002,-73.8162
93299.5,0.0119,-735.7844
89918.61,0.0039,-51.3396
70261.914,0.0061,-725.5273
64742.094,0.0018,-41.2578
64230.8,0.0059,-723.1947
62796.875,0.0059,-723.5184
45820.766,0.0044,-730.7199
45321.05,0.0064,-727.9525
42930.63,-0.0003,-66.1977
42307.44,-0.0063,-68.2031
323190.2,,
321197.4,,
311048.66,,
294255.9,,
291603.34,,
257277.95,,
256768.05,,
252001.55,,
251064.7,,
248704,,
218703.98,,
147117.17,,
140140.27,,
137504.38,,
135881.23,,
83411.78,,
36515.64,,
234011.23,0.005,-127.3566
157676.92,0,-117.8022
94221.664,-0.0052,-103.2816
67993.9,-0.1059,-132.8092
67550,-0.1053,-128.705
66211.17,-0.1067,-129.8715
60719.348,-0.0167,-407.6658
60707.64,-0.1068,-128.896
57684.06,-0.0216,-401.6123
57393.11,-0.1053,-128.5229
55072.457,-0.1041,-126.849
50494.473,0.1892,-129.3108
50422.645,-0.0153,-402.2376
49835.56,0.1715,-121.0178
46077.64,-0.0108,-103.4882
44796.52,0.19,-123.3506
44288.074,-0.0192,-402.9755
43979.55,0.189,-130.4764
42783.895,-0.0208,-401.4365
38595.85,0.1921,-127.5395
30817.557,-0.1065,-114.9377
30154.693,0.1896,-127.7303
29323.635,-0.1067,-113.7713
28475.89,-0.1065,-112.6053
28009.11,-0.1059,-117.2696
27413.857,0.1859,-125.0255
27297.086,0.1892,-126.1914
26729.756,-0.1056,-116.1032
24710.773,-0.1054,-116.6368
24227.682,-0.1057,-115.4706
24105.197,0.1837,-128.5229
14647.617,0.1811,-114.3034
12969.216,-0.1075,-109.0376
320678,,
280774.28,,
272942.1,,
272023.62,,
247179.19,,
239366.47,,
210564.52,,
206859.8,,
202893.62,,
200508.14,,
178812.94,,
122914.695,,
119140.375,,
106864,,
80846.59,,
70835.66,,
57061.51,,
42950.277,,
41915.79,,
40344.92,,
320511.75,-0.002,-269.2266
273549.47,-0.003,-262.4052
264841.34,-0.0014,-277.389
256183.08,-0.0034,-266.661
239428.42,-0.0017,-245.4483
237371.92,-0.003,-266.2179
