Intensity_db,DB dIM,dRetention
126901.445,-0.0522,5.7665
61914.676,0.292,3.8913
55698.605,0.2912,2.7269
50901.28,0.2903,2.7642
30562.51,0.2948,7.7241
28988.562,0.294,6.6516
20354.096,-0.0691,-112.1738
8260.238,0.2838,16.4621
3507480,0.0623,-45.8086
3165392.8,0.0602,-43.2931
3162579,0.0597,-42.659
1960826.5,0.0547,-35.0763
1943667.5,0.0541,-30.9183
1767955.1,0.006,-33.9099
1624257.1,0.0326,-13.42
1595340.4,0.0021,-29.4825
973701.8,0.0487,-35.052
930731.5,0.0307,-8.2252
683906.4,-0.0215,-44.7844
636473.06,-0.0239,-41.7048
623974.7,0.0491,-4.7266
611703.06,0.31,-41.2857
552292.75,0.3168,-37.0398
543399.25,-0.024,-39.9782
534792.3,0.0472,-30.65
533558.06,0.3067,-44.0375
530522.1,0.3108,-38.8113
526633.25,0.2984,-41.7048
523056.9,-0.0259,-37.9937
511752.6,-0.0257,-44.4593
510458.4,-0.0248,-43.8267
507476.28,0.0448,-29.4567
492447.34,0.2879,-44.7844
487420.56,0.3102,-46.37
473351.9,0.3449,-37.7871
439157.6,-0.0224,-19.1274
417922.34,0.3076,-40.96
408642.78,0.2878,-42.3104
395971,0.3445,-34.1463
392491.16,0.3044,-41.4933
362525.84,-0.029,-30.9183
354999.62,-0.0306,-35.5837
352232.62,-0.0301,-36.2424
323707.03,0.2667,-37.6448
321381.94,0.2654,-40.5376
313522.3,-0.0944,-43.6187
312034.7,-0.0119,-21.3208
278928.2,0.0414,-26.5141
276230.62,0.2608,-44.7844
265198.25,0.2583,-43.6187
253942.17,0.2643,-39.7944
242923.62,0.2598,-35.4549
232730.95,-0.1068,-31.6307
225413.86,-0.0508,-36.8275
185772.61,0.0418,-22.1598
176151.67,-0.0337,-30.1953
173743.75,-0.0355,-25.7183
171806.14,0.022,-11.6627
154452.98,0.0321,-10.4955
150677.1,-0.0403,-31.5522
143199.72,0.3041,-27.4198
141798.22,0.0429,-26.8247
117507.6,-0.0378,-27.1518
112101.84,-0.0895,-35.0763
112058.445,-0.0895,-32.0842
106758.336,0.3142,-33.2503
105547.96,0.3287,-36.2424
105108.914,-0.0426,-24.7902
104307.27,0.3381,-26.2529
101001.414,0.2835,-36.2424
100825.5,0.0488,28.6981
99851.03,0.2853,-21.5838
85872.47,0.2569,-33.9099
66373.81,0.0526,57.8556
62519.203,0.0472,31.7704
58026.26,0.0471,36.4343
57593.2,-0.04,-22.0645
57476.58,-0.039,-20.683
57341.348,-0.0405,-23.2305
55840.17,-0.0387,-21.8495
45347.99,0.0523,60.3195
40265.117,0.0516,62.6505
39581.223,0.0479,64.4236
37729.445,0.0514,57.4269
34413.992,0.2607,-28.0543
33774.07,0.2776,-24.3632
30998.943,-0.0381,-19.7847
22755.912,0.0483,34.845
15753.85,0.0477,24.4029
8474.145,0.2547,-22.0306
5436.088,0.0436,29.1
3944696.5,-0.0048,-114.9648
3217996.2,0.0149,-136.9217
3208876.8,0.0145,-133.8413
2518589.2,0.0158,-138.2951
2419549.2,0.0122,-107.9672
2351997,0.0133,-138.9291
1694597.5,0.0098,-129.5446
915174,0.0068,-516.9936
842065.75,0.01,-528.7839
769608.56,0.0077,-526.0333
755693.25,0.009,-527.0134
752407.56,0.0093,-525.1569
670273.25,0.0083,-526.8141
594722.9,0.0205,-504.2923
576855.06,0.0193,-502.5204
526587.75,0.0185,-502.3233
486110.22,0.0187,-501.5439
484114.47,0.0027,-517.9101
438970.6,0.0035,-518.434
345834.88,0.0138,-493.4152
333660.6,0.0148,-493.9424
331720.06,0.0046,-112.8191
281098.03,-0.0024,-512.0032
280358.06,-0.0024,-513.25
255794.23,0.2187,-135.4294
232845.92,-0.0539,-121.9626
205461.69,-0.0704,-125.259
196070.33,-0.0026,-81.9422
126245.87,-0.0053,-508.8287
123589.54,-0.0071,-506.4594
88846.79,-0.07,-119.0491
83160.12,-0.0034,-500.2367
76497.01,-0.0059,-504.6857
64484,-0.0053,-501.4034
64438.203,-0.101,-116.5003
41243.152,0.21,-520.0152
40070.19,-0.0981,-515.955
38444.883,0.215,-522.5359
38378.94,-0.0981,-514.1844
38357.254,0.2158,-521.6574
36865.348,-0.0963,-513.623
33538.156,-0.0963,-512.4569
33229.734,0.2173,-523.5142
32419.977,-0.0045,-502.6645
29966.273,0.2046,-525.2858
29754.37,-0.0984,-512.039
29752.86,0.2165,-525.2858
27824.553,-0.0946,-509.3208
26949.615,-0.0997,-513.2052
25504.234,0.2169,-520.9821
23124.389,0.2143,-523.314
22101.432,-0.0975,-512.3261
21736.738,0.2167,-526.4522
20867.332,-0.101,-103.705
19802.465,-0.1005,-101.1566
19539.035,-0.098,-98.8248
18396.867,-0.0993,-100.2056
17716.707,0.2687,-521.7866
16376.786,0.2691,-518.1597
15723.856,0.268,-518.2882
13811.082,-0.0997,-503.9107
12433.909,0.2149,-503.2741
11610.148,0.2103,-101.3725
3855425.8,0.3145,-219.4294
3440668.8,0.305,-228.4694
3385846,0.3058,-220.9964
3198529,0.2792,-224.8727
2755447.5,0.2764,-228.4694
2584124,0.2747,-224.496
2498222,0.2737,-226.1375
2373473.5,0.2982,-228.3416
2264064.5,0.3206,-227.1762
2147633.8,0.3106,-214.1523
2142090.5,0.3244,-198.8374
1883968.4,0.275,-224.843
1669692,0.2714,-227.1762
1602968,0.0038,-234.3022
1405568,0.2925,-205.8476
1403866,0.0051,-196.5051
951864.75,0.3255,-200.0166
893995.7,0.0044,-233.9776
801211.06,0.2973,-219.2248
625649.3,0.3013,-207.6173
617150.7,0.2729,-217.0889
606823.6,0.2928,-206.4514
500017.34,0.2771,-223.8899
382724.34,0.3143,-228.901
308767.1,-0.1137,-216.4847
306262.22,0.2998,-215.543
275663.88,0.0018,-199.454
242261.62,0.2873,-211.6205
214507.92,0.2707,-214.5886
213812.2,-0.071,-224.8727
202764.64,0.3259,-212.7859
117322.03,-0.0847,-206.3969
72308.71,-0.0621,-211.8805
45901.176,0.2909,-155.2816
37710.688,0.2684,-151.4937
30657.203,0.2857,-162.2795
27318.672,0.2852,-145.204
27010,0.0044,-163.4459
25540.875,0.0084,-164.6122
25107.361,0.2796,-151.2282
24474.271,0.2901,-157.3301
23267.56,0.0108,-147.729
22729.523,0.002,-159.6629
21773.34,0.2817,-216.4741
20567.332,0.0134,-145.3962
20132.762,-0.0852,-204.1736
19613.492,0.0038,-161.385
17032.383,0.002,-165.4939
14604.031,0.2921,-158.4961
14097.148,0.2852,-159.6629
11135.723,-0.0865,-205.7281
3926355.8,0.0344,-61.9262
3884979,0.0328,-37.4279
3788464,0.0325,-66.5909
3416923.8,0.034,-56.0145
3413714.2,0.0307,-70.0898
3333112.8,0.0318,-58.9203
3180914.8,0.0279,-66.7895
3172885,0.03,-63.5849
3045161,0.0289,-65.1304
2966918.8,0.0272,-67.0829
2675253,0.0292,-25.4775
2600945.5,0.0255,-31.5209
2006867.6,0.0061,-43.371
1915740.9,0.0228,-56.1996
1692623.6,0.0214,-59.6988
1675671.4,0.0198,-27.043
1475269.4,0.029,-47.956
1456784.9,0.0277,-53.7879
1269060.2,0.0241,-58.453
967368.8,0.0202,-49.1446
864160.7,0.0191,-53.8087
861587.56,0.0193,-49.5634
844690,0.018,-24.6521
734809.94,0.0165,-54.2273
563884.9,0.0214,-23.3299
496432.88,0.0191,-47.5245
494537.38,0.017,-44.4502
477147.4,0.0168,-50.2812
457102.53,0.014,-51.4492
442136.88,0.0164,-23.0344
409184.66,0.0197,-52.1887
357451.38,0.0163,-53.3553
350478,0.015,-19.8253
35109.61,0.0173,-39.3674
34382.766,0.014,-13.3069
1140027.4,0.022,-94.4472
41003.617,-0.2036,-97.9219
40996.7,-0.2042,-96.7562
38016.098,-0.2053,-87.6224
35858.5,-0.2062,-91.1215
32149.4,-0.204,-89.4628
31903.28,-0.2054,-88.2969
28358.729,-0.204,-86.7524
28327.396,-0.2066,-90.2513
28322.29,-0.2061,-91.4175
23038.219,-0.2053,-93.1755
20206.148,0.0123,-78.8619
14721.913,0.0081,-74.5761
11303.1045,-0.0567,-72.8792
3694347.5,,
2493472.5,,
2439540.5,,
1681026.1,,
1167814.1,,
29518.088,,
19037.422,,
3613934.8,-0.0126,-181.3216
3578090,0.0047,-203.4801
3512901,0.0161,-204.6465
3431419.8,0.0147,-176.6565
2967577.8,-0.0144,-183.3664
2387429.2,0.012,-172.8717
2386715.5,-0.0039,-176.9335
2279961.5,0.0018,-171.7054
2021146.9,-0.0317,-183.3664
2004823.1,0.0117,-171.102
1987490.6,-0.0126,-182.9096
1964486.9,-0.0191,-194.7657
1861811.4,-0.022,-181.7432
1811603.6,-0.0006,-178.4381
764082.3,-0.0155,-187.8749
440198.16,0.0134,-174.3965
391185.34,-0.0505,-193.2605
234162.92,-0.0045,-188.9287
221941.94,-0.0064,-197.7375
85865.45,0.0088,-171.7264
51042.297,0.0199,-124.7882
30093.818,0.012,-126.5085
29311.662,0.0116,-125.3426
18969.633,0.0098,-115.7245
16335.684,-0.0113,-550.0214
14764.812,-0.0095,-548.8564
14501.169,0.0102,-126.926
12896.677,0.0146,-143.254
11210.086,0.0086,-143.0439
10663.486,0.0124,-71.9678
7877.1187,0.0053,-75.6066
2855602.8,0.0549,35.4799
2651846.2,0.0252,40.6803
2354805,0.0347,14.2754
1978633.5,0.0347,15.9952
1943684.5,0.0275,41.3111
1629780.6,0.3114,38.1549
1481822.6,0.0493,50.983
1261016,0.2916,33.1469
1250994.2,0.3182,44.5988
602525.4,0.3084,24.5499
342542.7,0.0392,33.49
308062,0.0309,34.6816
259227.3,0.3044,30.4431
150481.39,0.0383,36.254
125214.26,0.0159,37.4206
101551.74,0.0392,39.437
77437.28,-0.0047,20.5364
77016.33,-0.0051,21.7026
55570.094,0.3047,37.6282
20515.158,0.3044,42.353
3619419.2,,
2302465.8,,
2032142,,
1911704.9,,
1574120.1,,
827564.8,,
738059.56,,
145246.2,,
111274.586,,
3421364,0.009,-21.3107
3176247.2,0.0013,-43.4715
3109934.8,0.0249,-43.4715
3054961.8,0.0219,-35.0217
2965926.2,0.0214,-39.6863
2422252.8,0.0228,-43.1863
2323315,0.0208,-37.0981
2253786.8,-0.0046,-40.2612
2236980.5,0.0208,-41.7627
2178845.2,0.0225,-39.0953
2068437.6,0.0229,-42.5949
1839602.4,0.0226,-45.2614
1795130.9,0.0219,-43.0133
1573438.5,0.024,-46.0927
1419040.4,-0.0355,-30.0998
1402969.5,0.0207,-9.3645
1373785.8,-0.0419,-36.188
1231322.5,-0.068,-30.357
1183003.8,-0.0754,-35.0217
1167537.6,-0.0805,-30.357
1144858.8,0.0029,-25.67
1131915.4,0.0192,-36.1652
1108599.5,-0.002,-24.3841
1093896.4,0.0199,-40.8307
1082087.8,0.0163,-40.6045
1028659.94,-0.0684,-40.8522
1001755,-0.1039,-31.5234
992406.3,-0.0919,-42.3051
977888.25,0.023,-43.4065
968869.3,0.018,-20.2634
884981.94,-0.0734,-38.2645
880317.3,-0.0697,-36.763
879475.7,0.0173,-44.1032
839928.5,-0.0966,-39.5155
810310.2,0.0168,-44.8801
793376.2,-0.0956,-37.0981
746967,-0.0977,-39.0953
736076.2,-0.08,-41.7627
718006.8,-0.0517,-39.0953
714829.2,-0.0353,-34.9988
710688,-0.1019,-40.5958
648229.9,-0.1071,-41.7627
615476.5,-0.102,-42.0204
564210.8,0.0158,-16.2204
518115.78,-0.041,-31.5015
463380.6,-0.0605,-36.1652
432238.38,-0.0032,-22.2999
431286.5,-0.0602,-39.6643
419189,-0.0917,-37.7431
385469.1,-0.0921,-40.8307
368496.4,-0.0111,-40.0941
353138.38,0.0124,-41.9746
239462.2,-0.0111,-32.709
222909.2,-0.0429,-34.3405
205668.08,-0.0771,-41.7718
150590.72,-0.0921,-34.3405
129829.19,-0.0948,-37.4148
114019.02,-0.0207,-30.8308
102617.47,-0.014,-33.9725
90063.23,-0.1213,-36.6733
78931.22,-0.0976,-39.2464
68141.97,-0.0705,-31.3023
67889.664,-0.0531,-31.7436
64807.2,-0.0098,-31.4259
56628.01,-0.1089,-30.2238
48186.203,-0.1257,-29.6658
42622.777,-0.1218,-29.566
32003.818,0.0141,-37.0601
30344.984,-0.0805,-30.4518
28982.24,-0.0933,-31.5234
28740.088,-0.0726,-26.2106
28334.744,-0.0946,-30.357
27470.74,-0.0935,-29.1902
26214.133,-0.1219,-31.3216
24928.291,-0.1115,-29.1902
19965.777,-0.096,-33.8548
17915.18,-0.0927,-33.5989
14247.547,-0.1164,-25.6554
14005.339,0.0107,-36.7158
12690.375,0.0583,-26.6867
11851.015,-0.1003,-34.3144
10194.924,-0.1097,-27.1582
8642.84,-0.1085,-31.4259
5208.474,-0.1119,-34.8834
3541.203,-0.0783,-32.8056
3403211.8,0.0089,-39.405
3312297.2,0.0106,-46.4026
3088737.8,0.0055,-37.46
3035063.2,0.0083,-43.2912
3028523.8,0.0104,-14.9142
2961321.8,0.0067,-34.2872
2872734.2,0.0085,-41.2857
2834030.2,0.0071,-12.9694
2726763.2,0.0126,-51.0677
2695618.8,0.0083,-9.6474
2528145.2,0.0096,-47.9553
2378171,0.0059,-39.174
2322206,0.0067,-14.6798
2309133.5,0.0062,-38.7302
2249650.5,0.0072,-44.5617
2237435.8,0.012,-45.9494
2223674.5,0.0079,-45.005
2136510.5,0.0057,-14.2383
2012969.5,0.0089,-48.503
1767102.4,0.0105,-49.2256
1011606.8,0.4364,-33.122
983580.25,0.0003,-29.9
974940.94,0.4352,-40.1186
959310.25,0.4383,-37.0729
916650.7,0.0018,-38.0633
911793.94,0.0024,-35.6589
907648.75,0.4376,-44.0696
895594.4,0.4356,-8.481
869087.3,0.4364,-36.2943
852609.75,0.438,-17.246
837832.25,0.4349,-44.7842
802205.5,0.0027,-43.8952
801596.8,0.001,-42.729
795928.25,0.4364,-43.2912
767406.2,0.003,-11.1678
755943.8,0.0033,-42.6585
732540,0.4384,-49.9011
705519.75,0.006,-43.824
704670.06,0.4356,-36.8413
679773.8,0.4367,-31.7326
651558.8,0.4345,-11.8025
649646.6,0.436,-42.6727
630355.2,0.4353,-41.063
620104.5,0.4351,-46.7903
544035.1,0.4365,-12.5807
531728.7,0.4347,-11.1809
527454.9,0.0281,-560.4289
507271.4,0.0116,-565.0921
499997.66,0.4365,-47.3371
492562.25,0.0287,-555.7835
471717.78,0.436,-46.894
439056.1,0.0122,-570.9245
427335.97,0.0091,-562.9472
418416.22,0.0097,-560.4488
397796.12,0.026,-558.4664
382718.75,0.0104,-559.4836
381834.88,0.0105,-565.1136
360547.38,0.0093,-566.2788
355421.4,0.0084,-561.9653
351668.84,0.0108,-566.4805
343257.47,0.0099,-568.7808
337550.3,0.0109,-565.4636
308198.62,0.0104,-567.7959
304854.56,-0.0035,-30.5555
284285.06,-0.002,-32.4591
263637.25,-0.0021,-37.5533
249263.19,0.4359,-32.1595
237441.25,0.4328,-32.2325
202705.83,0.4371,-13.5008
188451.88,-0.0022,-7.9683
186459.56,0.4324,-13.57
182077.69,0.4335,-39.1576
178354.25,-0.0015,-38.291
177205.05,0.04,-33.5735
169217.72,0.0383,-35.1274
164237.34,-0.0024,-8.391
159754.94,0.4332,-39.2299
145629.27,0.0073,-558.2163
134140.19,0.4394,-556.9501
131975.95,0.0035,-558.512
131270.6,0.4392,-559.2812
130563.195,-0.0041,-26.4306
125291.98,0.4391,-560.4289
121582.76,-0.0071,-27.1767
108748.9,-0.0039,-35.2306
103566.93,0.4383,-560.6152
91290.6,0.439,-564.1134
89185.46,0.4416,-568.5924
78300.68,0.44,-565.1136
72174.42,0.4386,-566.4471
69496.62,0.4302,-16.5601
66513.72,0.0024,-552.6102
60376.184,0.4399,-565.3136
59864.797,0.4299,-34.0542
57812.066,0.0008,-553.1818
52527.754,0.432,-32.4591
48458.926,-0.0038,-26.9616
40718.89,-0.0042,-28.1284
36601.285,-0.0048,-29.2939
35657.418,-0.0073,-29.3772
34137.85,0.4388,-566.6306
31838.21,-0.0031,-30.4601
27636.594,-0.0036,-545.9942
26944.428,0.4302,-25.2647
25013.822,0.4304,-27.5977
23906.055,0.0002,-546.4698
23101.682,0.4384,-553.551
20782.746,0.4348,-556.1797
19724.678,0.4239,-27.1767
19607.936,-0.0022,-548.8019
18130.89,0.0002,-549.9674
17746.205,-0.0026,-31.014
12221.547,-0.001,-541.8844
6990.2837,-0.0079,-34.8104
5080.2964,0.0195,-552.6812
3223850.5,0.1806,92.4103
3100182,0.1758,87.0524
2554367,-0.0024,70.7234
2325760,-0.0004,77.5325
2142536,-0.0033,95.2163
2099297.5,0.0005,64.2872
1900756.5,-0.0002,67.0364
1894833.6,0.001,67.9163
1857644.6,-0.0014,100.5748
1652326.4,-0.0019,98.1084
1530167.4,-0.0008,83.9655
1527612.6,-0.0026,83.3293
1462914.6,-0.0015,78.1348
1404029.5,0,67.4245
1087254,-1.00E-04,74.6362
730934.9,0.1572,83.4017
724402.56,-0.0038,83.3205
633862.4,-0.0019,81.0692
564823.3,0.1621,106.1256
451430.6,-0.0017,79.8222
425225.62,-0.0051,87.7407
408345.03,0.167,108.4581
385496.9,-0.0064,85.4462
361447.66,-0.0051,83.0748
244974.7,-0.0048,91.8848
136260.92,-0.0287,70.1174
124439.836,-0.03,71.89
121620.305,-0.004,95.0733
106908.79,-0.0291,74.9134
99124.23,-0.0281,72.8685
81719.74,-0.0322,79.0856
42018.04,-0.029,82.1628
17286.008,0.1494,93.1703
3298915,0.0136,-37.1187
2391517,-0.0238,-59.2766
2307599.8,0.0212,-61.2177
2128613.5,0.0177,-60.4434
2092073.5,0.0124,-62.0868
2081585.5,0.0022,-61.8103
1987717.6,-0.0249,-61.8103
1966865,0.0107,-61.5571
1926434.6,-0.0191,-60.0511
1850164.6,-0.0228,-55.0898
1745844,0.0173,-60.6432
1731247.4,-0.0232,-38.2322
1638037,0.0156,-65.0565
1619443.4,0.0142,-36.4305
1576141.5,-0.027,-54.5595
1110517.5,0.0158,-33.8212
999730.7,-0.2559,-63.5505
965338.7,-0.2919,-64.7159
825794.3,-0.2612,-63.2534
779299.2,-0.2715,-52.2799
777775,-0.0302,-55.9449
701042.8,-0.2931,-61.8103
678184.6,-0.0282,-54.1922
669931.75,1.00E-04,-59.9749
658032.9,0.0148,-57.641
636898.44,-0.2937,-65.5864
612549.94,0.0265,-854.9952
602715.7,0.0276,-858.4662
594123.9,-0.0135,-858.4946
555261.75,-0.0145,-861.0267
529420.5,0.0298,-864.2977
523679.9,0.0289,-860.8269
522829.22,0.0061,-51.8599
522529.1,-0.2613,-63.9412
508502.84,0.0243,-858.9785
497248,0.0041,-839.8343
483814.84,-0.2728,-43.7224
473419.97,0.0295,-865.4622
466562.62,-0.0114,-859.8613
453564.1,0.0266,-857.528
452183.28,0.03,-861.9938
428284.6,0.0281,-862.1936
424643.78,0.025,-863.6435
413384.5,0.0255,-856.3521
405303.66,0.026,-862.183
404224.97,0.0031,-859.8505
337414.9,-0.2925,-65.1082
300743.6,-0.2921,-67.642
248811.89,0.0216,-847.1455
231694.5,0.0178,-847.2293
221470.55,-0.0363,-57.2436
198656.75,-0.0197,-849.5627
198391,-0.2574,-68.2158
178724.94,0.0217,-852.9767
158420.5,0.0196,-854.2276
127728.93,-0.007,-841.3234
126117.79,-0.2912,-61.1898
94873.75,-0.0137,-858.9785
79383.49,0.0147,-848.3208
71866.6,-0.2632,-854.3129
70752.016,0.0137,-849.9141
69532.055,-0.262,-855.4793
67179.375,-0.2773,-856.1321
66944.39,0.0997,-62.3834
65071.254,-0.2841,-856.6464
64977.688,-0.2613,-857.2994
64582.074,-0.2756,-858.4662
63931.16,-0.2648,-853.1468
60354.99,0.0994,-59.2766
55700.457,-0.2574,-59.9749
53810.207,-0.258,-50.2462
53810.207,-0.276,-50.2462
51741.875,-0.2653,-49.0803
51182.254,-0.262,-855.1962
50215.16,-0.0156,-851.8115
49397.55,0.097,-50.1476
48775.145,-0.2806,-856.3621
47071,-0.2654,-847.999
45027.043,-0.2636,-846.8329
43628.47,0.1006,-60.6432
41902.02,-0.2528,-58.8577
33078.383,0.0101,-845.9823
28675.834,0.0129,-845.677
25970.7,-0.0244,-844.0794
25756.617,-0.2662,-848.3959
23801.955,0.0123,-846.8413
18925.416,0.0088,-52.2439
18178.54,0.0149,-840.7158
17056.283,-0.29,-844.8974
16943.828,0.0106,-840.2511
16773.303,0.0143,-838.3835
16588.562,-0.2567,-52.5786
16333.263,0.0106,-837.9202
16249.011,0.0111,-839.0854
15094.137,0.0028,-54.2959
14845.824,0.0085,-836.7536
12866.315,-0.3,-56.7206
3248892,0.0565,68.7842
2951319.8,0.0864,68.7842
2648906,0.0604,65.5817
2559786.8,0.0852,65.5817
2121214.5,0.081,97.3988
2099448.5,0.0553,76.0776
2099448.5,0.054,77.2446
2096289,0.0573,70.247
2063732.4,0.0549,73.4486
2054952.6,0.0515,85.543
2054522.4,0.0546,80.8779
2054156.5,0.0521,80.4451
2054156.5,0.0524,80.4451
2049596.1,0.0559,76.2126
2028211.6,0.0897,69.0802
2027078,0.0884,70.247
2024407.1,0.0875,73.7455
2023827.4,0.0896,74.9132
1961426.4,0.0572,71.5475
1903732.4,0.0582,69.4068
1894450.4,0.0878,72.2813
1890572.1,0.0846,79.2798
1885203.6,0.0798,81.6122
1836512.6,0.089,76.2126
1835985.5,0.0834,78.5454
1832325.6,0.0794,79.7113
1778482.5,0.0558,74.0714
1715580.6,0.0558,73.5432
1710319.4,0.0457,87.5391
1665122.1,0.0877,71.5475
1580981,0.058,68.8742
1524444.4,0.0891,72.9053
1486462.6,0.0184,79.5925
1447669,0.0171,78.4254
1440240.5,0.0885,72.3779
1420022.9,0.0493,100.5711
1415640.6,0.054,77.26
1384217.5,0.0848,67.7092
1373297.8,0.0485,98.5643
1334803.9,0.0475,98.0347
1261323.8,0.0377,105.2488
1215914,0.0469,91.2543
1187258.2,0.0503,81.2601
1135301.6,0.0474,89.4253
1106470.4,0.0532,81.925
1100009.9,0.0829,99.405
1070487.2,0.0513,76.5944
969018.25,0.0443,103.2305
866560.7,0.0281,75.7812
863002.8,0.0809,96.8685
854635.8,0.0181,81.9095
851762.7,0.0387,105.753
840106.5,0.0543,-573.5439
836503.2,0.0286,70.247
834802.8,0.0263,78.5454
829882.44,0.018,87.8746
817772.75,0.0266,71.1159
812743.2,0.0772,103.7755
811683.2,0.0523,-584.0391
781941.3,0.0289,73.8798
761419.8,0.0244,75.8757
740018.06,0.0262,75.2387
739522.3,0.0224,72.7151
729624.3,0.0236,71.207
724656,0.017,78.9274
724361.2,0.0797,82.4256
723469.2,0.0776,77.761
711885.2,0.0136,88.1474
711686.2,0.0497,-578.0652
701520.8,0.0818,83.0907
693200.2,0.0809,78.4254
637540.7,0.0498,-581.2877
634600.5,0.0527,-582.7305
623826.9,0.0501,-579.5855
617202.06,0.0785,76.5944
614081.1,0.0488,87.1559
605080.44,0.053,-584.2502
592153.56,0.0181,84.7581
586519.75,0.0193,84.2573
548919.44,0.053,-585.953
492563.78,0.0274,105.368
459055.53,0.0487,81.1491
435101.62,0.0472,-552.4075
419791.84,0.0154,89.4873
395140,0.0457,-570.825
379220.1,0.0465,-571.3543
376316.6,0.0132,82.3148
374227.72,0.0119,83.6572
365128.84,0.0489,-578.764
355684.12,0.0489,-577.1848
354045.25,0.0506,-583.4289
325010.88,0.0445,89.344
322424.9,0.0475,-577.8232
316834.06,0.0705,87.1559
313112.78,0.0713,89.3122
301546.4,0.0464,-554.1277
296475.16,0.0246,105.6727
287071.4,0.0458,89.1714
282408.78,0.0645,83.481
255318,0.0121,97.334
249541.98,0.0095,92.8429
236223.94,0.0443,84.6801
231151.67,0.0469,-552.9603
223314.42,0.0098,88.0055
215210.31,0.0058,87.0112
211846.19,0.024,107.2284
194016.77,0.0444,-571.9218
188752.62,0.0413,-572.0003
183019.83,0.0405,96.8168
173281.75,0.063,91.6772
162812.83,0.0432,92.0686
151046.25,0.0492,89.8192
139849.02,0.0638,90.3378
137303.3,0.0453,88.6526
136674,0.0255,108.4785
135874.33,0.0471,84.5061
128875.164,0.0077,90.9856
120231.21,0.0446,88.5695
87020.086,0.0361,-567.541
79366.234,0.0394,-568.738
74037.9,0.0633,93.2345
70894.305,0.0639,99.1491
69858.836,0.0085,93.5559
63836.562,0.024,103.7265
42501.055,0.0374,-563.654
41881.39,0.0241,102.8867
40279.21,0.0413,99.3876
36623.4,0.0367,-565.7655
33293.61,0.0086,98.221
31919.729,0.0085,96.7293
31897.666,0.0061,95.5632
16034.473,0.0062,99.48
3220050,-0.0234,91.0966
3192334.2,-0.0029,84.0981
3146359.8,-0.0249,93.4042
3126714.8,-0.0048,88.7398
3073909.8,-0.0046,79.4339
3000125.8,-0.0288,92.9208
2965707.8,-0.007,85.9182
2738090.2,-0.0265,90.8689
2729867.5,-0.0061,86.2047
2718936,-0.0054,113.2327
2664044.5,-0.0278,92.0442
2661292.2,-0.0055,86.2134
2660461.8,0.0174,89.7112
2604779,-0.0069,110.4138
2503340.8,-0.0056,108.5898
2372314,-0.0077,110.7106
1976003,-0.0091,110.6974
1591999.9,-0.0301,95.4305
1591999.9,-0.0113,95.4305
1529824.4,-0.0318,95.3344
1524007.4,-0.0143,94.1682
1444082.6,-0.0158,89.5041
1368287.5,-0.0138,119.9213
1182457,-0.0137,118.6707
1102436.2,0.0065,-195.8164
1082606,0.009,-203.9801
1051642.9,0.007,-198.1597
1040055.3,0.0083,-207.4775
1019223.75,0.0066,-200.6659
988517,0.0091,-202.8254
963498.3,0.0093,-208.6445
874280.94,0.0083,-205.3328
873942.25,-0.0363,98.4854
863437.3,0.0075,-200.7092
862695.5,0.0052,-202.0111
834351.7,0.0054,-205.5104
814129.2,0.0072,-205.3747
778898.3,0.0068,-206.6768
765348.7,0.0079,-206.5409
738742.44,-0.0179,101.9843
714721.25,-0.0167,97.7429
572505.44,-0.0186,93.0776
513940.9,0.0013,-193.6061
511414.12,-0.001,-195.0727
472433.03,0.0012,-199.739
399060.9,0.0023,-198.2709
377152.34,0.0013,-200.9051
375943.84,-0.0059,105.9131
364427.34,-0.0223,98.9154
323586.44,-0.0196,99.2217
290898.84,-0.0065,-189.7313
290589.84,-0.0221,-181.5678
286003.53,-0.0218,-180.9963
282886.66,-0.0059,-179.8304
280022.06,-0.0039,-190.3271
265874.7,-0.0031,-195.5621
255986.23,-0.0064,-194.9926
182867.42,-0.0185,104.1818
169798.39,-0.0183,104.6542
150689.69,-0.0261,-183.1604
146294.14,-0.0048,-188.9923
137215.28,-0.0127,-185.0235
125981.71,-0.0062,-192.4898
120542.65,-0.019,98.3494
117026.28,-0.0103,-193.1874
113458.02,-0.0054,-193.6562
61510.3,-0.0245,-179.9343
60599.277,-0.01,-185.8081
56304.72,-0.0085,-175.2655
55082.08,-0.008,-186.931
51057.113,-0.0094,-190.4724
42797.266,-0.0195,103.8428
41378.598,-0.0207,102.6757
41028.82,-0.0196,103.811
16283.019,-0.0251,105.4864
2052803.4,0.2335,-38.7627
2025298,0.233,-35.2775
2023379.4,0.2407,-44.5933
1986264.4,0.2309,-34.2872
1954716.1,0.2385,-41.2845
1839758.4,0.2397,-42.2742
1722759,0.2398,-44.7825
1692539.5,0.231,-34.3272
1549314,0.2312,-37.9628
1536652,0.0041,-48.3222
1534398,0.0091,-14.501
873960,0.2281,-31.0229
860344.94,0.233,-34.5213
442789.84,0.2215,-26.8462
318459.03,0.2299,-27.7006
111217.12,0.227,-19.4256
29274.354,0.2251,-19.7145
10076.093,0.2218,-15.6816
3110966.2,0.0427,294.8163
3084465,0.018,291.3189
3072294.2,0.0457,290.1519
3072294.2,0.0257,290.1519
2975272.2,0.0486,288.9855
2963352,0.0415,296.9616
2953017.8,0.023,313.2918
2941428.8,0.0413,299.4694
