Intensity,DB dIM,dRetention
105323.94,,
105094.336,,
45264.31,,
42598.555,,
41349.594,,
38881.145,,
37742.402,,
37414.082,,
37061.953,,
36971.86,,
36520.523,,
30368.016,,
29612.094,,
28917.008,,
27427.797,,
24161.797,,
23914.898,,
23762.088,,
20409.174,,
20298.047,,
19022.088,,
18377.746,,
17567.62,,
16309.835,,
117694.57,,
87737.62,,
79840.3,,
65020.207,,
58320.87,,
57830.047,,
46747.676,,
42090.473,,
38886.324,,
30767.541,,
20802.273,,
20675.977,,
15210.794,,
13752.371,,
11639.567,,
11028.559,,
117553.07,0.0403,-174.6014
115734.414,0.0396,-171.3991
114880.4,0.0414,-175.7671
114171.53,0.0411,-169.8019
109637.79,0.0387,-173.7325
98965.164,0.0415,-171.942
93731.5,0.0397,-172.4817
63453.94,0.0383,-164.2355
61151.76,0.0336,-165.9217
59220.707,0.0352,-167.0888
26999.023,0.031,-156.7042
26824.318,0.031,-157.8708
25814.115,0.031,-160.2036
25565.479,0.0325,-156.5243
24820.18,0.0326,-158.8573
24716.416,0.0314,-154.3716
117408.375,0.0033,-1.4525
111504.6,0.0038,-2.6179
109185.66,0.0067,-2.7935
108508.375,0.0088,-5.0784
106706.664,-0.1294,-5.0784
89296.31,-0.1299,-1.6269
88563.96,0.0021,-8.5771
83839.5,0.0067,-2.8354
80076.36,-0.1303,2.0469
78517.77,-0.1298,0.664
74223.82,0.0056,-2.9615
73260.164,-0.1314,0.5379
73219.21,-0.1302,7.6609
56146.348,0.0044,6.3084
44264.574,-0.1331,8.641
41779.1,-0.1328,11.2576
25428.555,-0.0004,14.2967
24755.87,0.0001,11.9648
23309.383,-0.0007,13.9815
22869.775,-0.0009,12.8149
16128.962,-0.1347,11.6489
8121.1313,-0.0012,15.1387
117291.73,,
96213.69,,
87097.164,,
60923.69,,
60149.42,,
117019.23,,
116969.02,0.0041,15.8574
107954.57,-0.0017,21.6676
102155.21,0.002,19.1691
97861.59,-0.0001,19.1339
73516.78,0.0016,17.8169
44887.188,-0.0055,30.8973
35691.297,-0.0038,28.2676
16595.588,-0.0068,40.0056
116882.586,,
112724.31,,
110334.38,,
108929.13,,
108844.84,,
105551.09,,
101976.445,,
101789.945,,
99378.664,,
97764.98,,
94899.22,,
91449.27,,
82450.625,,
81863.67,,
80678.19,,
80213.95,,
63765.47,,
59578.043,,
55343.355,,
42224.105,,
39536.06,,
116863.555,,
107777.46,,
94762.21,,
94456.56,,
93209.375,,
90609.73,,
57479.64,,
48314.87,,
27608.475,,
22257.678,,
116680.29,,
112664.29,,
95364.4,,
116426.664,-0.0109,-235.1285
114318.1,-0.0104,-235.3044
113293.03,-0.0105,-236.2958
111081.125,-0.0104,-235.7436
54863.23,0.1535,-234.0537
49106.926,-0.0221,-228.1341
48234.457,-0.0166,-225.4927
47750.48,0.1518,-238.0616
46227,-0.0123,-231.5044
45309.926,-0.017,-228.4331
45112.938,-0.0155,-225.7065
45033.86,0.1487,-232.8627
41692.918,0.1478,-229.8987
38107.85,-0.0157,-229.6278
37982.645,-0.0136,-231.697
37454.285,-0.0125,-232.8627
37241.016,-0.0074,-235.7294
37197.57,-0.0067,-234.5628
36929.25,-0.0081,-235.2187
31736.58,0.1477,-228.4623
31218.322,0.1499,-233.8366
30904.428,0.1466,-229.6278
30792.578,0.1498,-232.671
30396.834,0.1467,-222.2084
30362.203,0.1472,-227.8265
29600.322,0.1485,-224.541
28594.623,0.1489,-223.7527
28472.4,0.1484,-235.1955
28348.336,0.1447,-225.3702
27047.627,0.144,-230.7653
26035.975,0.1476,-224.9171
25397.4,0.1484,-223.3744
24946.182,0.1486,-227.5813
24556.654,0.1408,-224.7436
22890.502,0.142,-224.3211
21487.111,0.1395,-225.9109
16593.03,0.1375,-220.784
16161.57,0.1391,-223.1173
12829.1455,0.1398,-222.9731
116400.195,,
115229.24,,
76740.06,,
76300.1,,
76226.68,,
76130.25,,
71859.31,,
69901.43,,
64929.15,,
42388.92,,
12073.638,,
116154.23,0.0039,-4.9676
104854.63,0.007,-13.266
101846.93,0.0051,-12.3971
93993.72,-0.0088,-4.1379
87175.15,0.0053,-0.4223
68998.95,-0.0041,-3.4197
116098.34,,
105900.625,,
105188.06,,
102004.47,,
92711.664,,
91773.125,,
85985.84,,
84073.164,,
82837.92,,
79664.74,,
79104.13,,
76380.95,,
51050.64,,
48251.145,,
45639.816,,
44266.77,,
41230.758,,
27285.072,,
23480.672,,
23413.297,,
22948.717,,
22671.807,,
22438.248,,
22052.01,,
116082.1,-0.0051,852.2248
102680.4,-0.0032,850.1983
101389.01,-0.0065,851.9344
100780.71,-0.0024,852.2202
96608.87,-0.0015,850.7687
95722.836,0.0015,850.6345
94129.47,-0.0026,847.8662
94019.06,-0.0056,849.9346
93432.04,0.0022,856.4651
92404.81,-0.0072,851.3036
91716.6,0.0018,852.3701
91011.71,-0.0056,851.0582
90732.41,-0.0048,849.5096
88897.125,0.0065,858.4188
88513.54,0.0069,855.788
86094.52,0.0071,859.5856
86066.63,-0.0048,848.3437
86018.43,-0.008,849.602
78524.03,0.0009,848.8705
77326.72,-0.0075,847.1768
69610.6,-0.0165,854.0465
65265.01,-0.0144,851.7137
56198.973,-0.0122,853.3012
46439.16,-0.0137,853.6242
41273.074,-0.0186,854.3401
116015.57,,
97071.93,,
93945.68,,
79375.195,,
79195.25,,
78905.38,,
48032.11,,
47363.215,,
46758.844,,
44968.895,,
41886.27,,
24028.51,,
23335.812,,
17929.127,,
115998.88,,
108589.28,,
108500.94,,
100308.96,,
100154.54,,
99608.04,,
99152.52,,
98739.28,,
98496.85,,
98077.02,,
95450.04,,
90734.914,,
87208.19,,
85512.414,,
83356.83,,
73862.27,,
73228.17,,
64395.695,,
52328.19,,
115982.266,-0.0533,1.4506
74764.6,-0.0244,144.3512
68135.11,-0.0107,141.8257
64290.832,-0.0476,144.158
62086.797,-0.0477,143.1843
54513.83,-0.0055,152.5145
51037.316,-0.0052,142.0175
50201.484,-0.0102,139.4938
38759.195,-0.051,147.6581
25809.71,-0.0068,148.1996
24696.854,-0.0297,-249.4164
24522.068,-0.0252,-250.5833
24496.898,-0.0126,149.4237
22977.96,-0.0248,-251.7497
22676.922,-0.2987,145.3244
22477.01,-0.3006,147.6581
20674.271,-0.3014,149.9904
20650.191,-0.027,-248.2489
19760.463,-0.013,145.9236
19581.848,-0.035,-255.2477
15248.129,-0.3062,154.0755
11548.927,-0.3054,152.9585
11412.191,-0.3066,148.2948
10949.175,-0.3062,151.7921
10355.4,-0.3045,150.6267
115973.38,0.0238,-254.8907
112401.336,0.0205,-251.1671
106532.04,0.0215,-248.2946
88416.04,0.0172,-251.3655
86473.055,0.0213,-252.5305
76889.016,0.0209,-250.9938
53708.457,0.0122,-238.4153
50692.324,0.0114,-241.569
49826.848,0.0145,-242.7349
44364.27,0.0146,-243.902
28902.49,0.0102,-232.6778
28531.166,0.0108,-230.3449
28373.758,0.0112,-231.5103
26777.727,0.2312,-243.6301
25261.158,0.2284,-247.6684
24830.459,0.0069,-231.584
24537.838,0.2309,-244.796
24203.432,0.2307,-246.5033
23258.62,0.2315,-252.5581
22925.025,0.2298,-253.7239
22334.463,0.2293,-248.8346
21258.84,0.2307,-245.963
18618.44,0.2294,-245.5331
16022.112,0.232,-246.3291
115945.96,,
105154.29,,
101745.68,,
38565.566,,
38033.285,,
37120.133,,
36831.89,,
35980.203,,
35071.18,,
34683.812,,
31124.799,,
30604.584,,
26011.428,,
115870.69,,
110684.54,,
107444.03,,
103124.93,,
99269.85,,
85276.51,,
70610.85,,
63674.996,,
62707.453,,
48033.668,,
38991.227,,
38498.043,,
34047.977,,
32197.096,,
30078.398,,
28989.709,,
25265.273,,
24233.975,,
23173.69,,
21500.094,,
115559.01,-0.0183,27.3013
113379.54,-0.0181,26.1356
112685.19,-0.0167,32.5147
110510.99,-0.0177,28.2904
109713.51,-0.0171,27.1252
102735.4,-0.0173,26.6833
101721.79,-0.0184,25.9584
37739.688,-0.02,32.8003
35269.863,-0.0211,39.0516
35225.574,-0.0221,37.8851
34854.105,-0.0066,27.8602
34082.586,-0.0158,30.7023
33393.664,-0.0215,36.938
32943.617,-0.0159,29.7566
32322.084,-0.0146,30.9226
31452.287,-0.0234,34.295
31261.484,-0.0178,29.536
31227.854,-0.0232,33.993
28320.477,-0.0084,26.0453
27893.576,0.0015,20.7926
26391.604,-0.0173,28.3695
22441.11,-0.1061,30.8008
115420.25,0.1949,-34.4368
113952.664,0.1961,-38.1681
106621.28,0.193,-38.5634
87918.85,0.1948,-42.2611
87025.94,0.1953,-35.4149
66489.805,0.0189,-38.1681
59931.184,0.02,-39.3349
55589.723,0.021,-30.3995
54810.816,0.0189,-26.2735
45712.176,0.02,-39.9294
45348.23,0.196,-34.1531
43927.957,0.1963,-35.3199
42092.25,0.0191,-36.5812
39051.965,0.1919,-27.5076
31224.072,0.0202,-29.488
29634.432,0.0185,-27.5076
28358.818,0.0198,-29.8394
25528.797,0.1904,-27.7446
21478.578,0.1912,-25.343
14947.6875,0.0147,-25.343
115410.305,,
88301.94,,
82403.7,,
80774.7,,
68338.336,,
65729.57,,
64397.984,,
61040.113,,
60174.51,,
59090.73,,
58993.38,,
57325.863,,
53462.293,,
50232.895,,
48996.293,,
46951.27,,
44809.83,,
27621.541,,
11867.609,,
10831.364,,
9299.426,,
115381.21,-0.0112,-84.0791
114264.164,-0.0197,-83.1333
110599.75,-0.0142,-87.8776
105160.13,-0.0246,-87.629
104582.66,-0.0205,-87.2026
98863.18,-0.0267,-85.5657
91256.74,-0.0291,-87.1623
84678.74,-0.0095,-91.32
84321.05,-0.0262,-88.2337
81736.25,-0.0295,-85.5796
80010.27,-0.0253,-87.9485
75737.08,-0.0301,-86.746
71652.48,-0.0051,-86.5066
62333.156,-0.0322,-84.3936
61199.145,-0.0263,-87.9115
59807.27,-0.0377,-87.0294
55569.28,-0.0336,-85.5606
49430.043,-0.0343,-78.5916
37144.49,-0.037,-84.4231
36898.84,-0.0229,-85.613
32843.25,-0.0353,-84.1347
115342.43,,
115342.43,0.0081,123.232
101834.53,,
101834.53,0.0141,114.5658
99345.52,,
99345.52,0.0133,114.9032
97926.68,,
97926.68,0.0099,114.4436
97862.52,,
97862.52,0.0137,113.4004
97606.01,,
97606.01,0.0121,112.234
97137.53,,
97137.53,0.0092,116.667
95660.51,,
95660.51,0.0064,113.9028
94454.02,,
94454.02,0.0128,114.1184
90780.74,,
90780.74,0.0153,115.4878
90291.73,,
90291.73,0.0117,113.7107
87372.46,,
87372.46,0.0185,112.9735
86934.75,,
86934.75,0.0149,112.5212
83435.36,,
83435.36,0.0175,111.6279
79462.97,,
79462.97,0.0225,109.411
79086.695,,
79086.695,0.0088,112.5448
77979.57,,
77979.57,0.0169,111.8064
72922.41,,
72922.41,0.0112,111.3794
71542.74,,
71542.74,0.0242,111.0894
62853.016,,
62853.016,0.0055,118.0101
62421.746,,
62421.746,0.0045,116.8444
59986.902,,
59986.902,0.0045,117.9984
115324.73,0.2757,-121.7546
101856.04,0.2739,-118.1316
96132.31,0.275,-119.851
86110.34,0.2663,-119.2985
79377.34,0.2746,-121.9709
78236.62,0.2732,-122.6037
45068.766,0.002,-119.4225
44815.69,-0.0003,-120.588
40911.996,0.0004,-116.3521
39431.652,0.2711,-109.5774
37787.68,0.0006,-114.6327
36000.156,0.2703,-110.7438
32896.77,0.0013,-119.1037
31910.979,0.2698,-111.9104
29421.557,0.269,-111.3975
15347.329,0.2597,-103.6825
115157.49,,
102612.01,,
102552.06,,
98463.98,,
96011.23,,
92177.086,,
86213.84,,
50395.74,,
49820.594,,
46153.26,,
20693.523,,
19702.271,,
18054.746,,
114938.65,,
110703.96,,
102005.164,,
101789.37,,
101755.664,,
101421.1,,
100082.336,,
99807.06,,
99586.98,,
98469.9,,
93424.836,,
93085.81,,
92418.09,,
91702.12,,
89050.66,,
86432.766,,
83915.27,,
78390.73,,
75707.08,,
73064.125,,
71993.01,,
68424.53,,
58366.01,,
56658.363,,
49201.31,,
114916.57,0.0104,-50.9731
113791.51,0.0098,-55.1021
113478.836,0.0096,-56.2697
108115.5,0.0113,-61.9235
84059.336,0.015,-54.6925
79529.56,0.0143,-55.4157
44287.145,0.0107,-45.4214
37745.43,0.0129,-45.4841
31283.514,0.0122,-48.9844
30740.838,0.0103,-50.0871
17757.527,0.0057,-39.215
114906.586,0.0151,398.5364
108170.6,0.0078,398.2004
95310.49,0.0118,397.3689
90798.04,0.0075,399.7035
86654.06,0.0125,398.8498
86568.43,0.0082,398.5348
85716.42,0.0136,396.8113
85282.18,0.0166,400.0152
79702.94,0.0134,397.6822
76400.66,1.00E-04,407.48
74320.055,0.0058,398.601
73994.28,0.0214,393.6287
73072.984,0.0049,400.559
71868.55,0.0059,406.4562
70203.42,0.0156,395.8159
69329.1,0.0229,387.7302
69129.41,0.0062,397.435
68773.305,0.0202,392.2822
65217.582,0.0267,380.0041
64386.88,0.0077,397.4533
62469.453,0.0273,378.8375
58730.145,0.0034,402.7778
55712.523,0.0117,400.6359
55553.26,-0.0057,406.6448
53264.047,0.0257,388.2512
50372.918,0.0266,378.2106
44617.23,0.0087,398.1107
42557.82,0.0071,399.6467
39752.35,0.0184,391.1149
37337.75,0.0002,403.3134
22974.463,0.0115,403.1463
18946.482,0.012,401.9793
114905.27,,
96134.555,,
89621.22,,
85129.625,,
80184.234,,
53253.418,,
49760.7,,
48168.668,,
20869.242,,
114864.52,,
114777.97,,
104857.41,,
103199.22,,
89641.22,,
89464.695,,
79449.56,,
71431.88,,
71407.09,,
65559.086,,
34305.836,,
32701.135,,
12220.669,,
114770.66,,
114728.19,,
98464.836,,
87745.06,,
54431.227,,
53821.984,,
52926.598,,
52323.52,,
46875.387,,
46496.016,,
44487.582,,
44206.418,,
42366.832,,
35914.55,,
33209.906,,
17273.738,,
114592.25,,
91458.97,,
86856.734,,
84154.61,,
72838.086,,
63957.875,,
60942.363,,
53174.676,,
47737.645,,
45101.36,,
43349.766,,
40512.914,,
39571.727,,
33703.656,,
31482.922,,
27907.281,,
26875.875,,
25018.938,,
24748.264,,
22426.312,,
18140.668,,
15885.3545,,
15612.394,,
5608.1196,,
114489.52,,
111803.04,,
111033.336,,
108598.35,,
108184.5,,
106669.97,,
103265.65,,
102088.914,,
101608.73,,
100318.04,,
100172.32,,
99046.47,,
97822.75,,
95733.15,,
94877.46,,
93485.07,,
89813.38,,
89221.87,,
87561.71,,
86289.76,,
84230.8,,
83463.77,,
79064.04,,
76624.25,,
51245.33,,
39127.633,,
114367.336,,
111997.09,,
110554.16,,
48285.387,,
43206.594,,
41939.22,,
39366.02,,
39159.5,,
38730.16,,
38201.01,,
37879.797,,
22713.709,,
21014.615,,
20501.336,,
18917.285,,
18455.828,,
17461.088,,
17277.36,,
16550.092,,
16350.706,,
15931.567,,
15588.364,,
15318.558,,
14741.251,,
14135.402,,
114309.84,0.0165,3.6786
95546.23,0.0139,3.4996
93868.07,-0.0061,4.6651
93005.69,0.0107,3.7651
90552.02,0.0156,2.5997
84603.71,0.0183,6.5419
82289.13,0.0114,3.0432
34961.043,0.0048,3.0835
28312.13,0.0144,3.3994
10759.52,0.0031,3.8805
114257.69,,
110659.16,,
102032.85,,
85575.125,,
61671.906,,
37044.57,,
114008.805,-0.0056,62.151
100266.9,-0.0062,62.5531
89523.59,-0.0072,65.1224
88250.54,-0.0068,55.1534
87451.93,-0.0076,66.2888
86321.9,-0.0057,64.1433
77038.02,-0.0067,52.6304
46560.87,-0.0089,69.7125
39593.434,-0.0068,61.9009
31519.354,-0.0089,66.2933
24601.377,-0.0079,74.2144
24120.271,-0.0096,73.0482
16731.713,-0.0097,68.9563
113847.26,0.0334,-121.7929
110609.73,0.0291,-126.8896
103125.99,0.0296,-128.056
95830.086,0.0297,-126.798
91520.914,0.0283,-130.0832
41673.62,0.0157,-118.0275
40348.625,0.0186,-114.3501
36183.867,0.0222,-112.1954
33667.95,0.0189,-115.6952
16867.818,0.017,-106.3639
113790.586,,
85392.41,,
82712.516,,
81724.54,,
78363.66,,
73926.695,,
69916.41,,
68346.164,,
66353.51,,
40091.867,,
37490.023,,
36481.074,,
31446.623,,
31056.15,,
113784.52,,
104185.19,,
103657.77,,
87780.81,,
44104.613,,
43003.16,,
42987.516,,
41064.59,,
40198.03,,
37885.566,,
36043.42,,
33974.133,,
33529.97,,
32052.398,,
28136.49,,
27290.635,,
26404.352,,
15641.474,,
113641.77,-0.0121,18.0803
106239.91,-0.01,10.7501
102344.97,-0.0114,20.5007
92481.34,-0.0122,10.738
91945.37,-0.0147,13.5015
91564.15,-0.0024,10.361
91496.74,-0.0084,11.0637
90391.27,-0.0169,12.2486
85383.02,-0.0045,6.5732
83423.9,0.0062,2.1048
79425.28,-0.0143,11.9515
73961.54,0.0064,4.3007
71413.305,-0.0164,10.7854
67055.51,-0.0122,11.1706
66256.516,-0.0179,16.084
56780.625,-0.0194,13.7485
54251.156,-0.0188,19.2487
53438.465,-0.0234,15.325
51906.266,-0.0211,18.0812
46716.363,-0.0164,12.7173
35862.26,-0.0168,11.551
33118.008,-0.0256,15.7017
33019.242,-0.0241,16.916
113600.13,-0.0131,424.276
110017.6,-0.0146,415.6386
108656.914,-0.0123,416.6334
102141.1,-0.0092,409.8848
101576.414,-0.01,415.4668
100176.41,-0.0178,420.1934
98957.34,-0.0094,413.2745
95391.664,-0.0079,414.616
93882.21,-0.0037,412.8822
93255.63,-0.0135,417.1953
92428.62,-0.0207,420.3577
90320.836,-0.015,418.4273
89828.305,-0.0103,418.6839
89024.125,-0.0133,417.1923
88101.15,0.0012,407.3641
87657.54,-0.0203,419.192
85217.89,0.001,406.8304
83079.445,-0.0209,418.0254
82292.375,-0.009,413.4505
76611.125,-0.0115,417.2784
76381.49,-0.0177,421.6255
42619.38,-0.0202,420.8333
31545,-0.0223,420.4255
113542.19,,
107194.03,,
105423.29,,
105407.23,,
105016.52,,
104857.04,,
104533.914,,
104066.23,,
102364.52,,
102005.164,,
101619.44,,
101517.15,,
98478.04,,
96815.98,,
95734.35,,
91824.96,,
85255.375,,
82966.984,,
75006.14,,
64397.01,,
56023.48,,
53075.395,,
47133.074,,
113502.02,,
102130.98,,
100671.125,,
98289.21,,
96192.96,,
91609.625,,
90876.305,,
83246.89,,
83246.89,,
80032.195,,
79225.01,,
76093.34,,
76027.9,,
75736.68,,
74509.45,,
73097.48,,
70112.445,,
67375.85,,
66691.95,,
65966.79,,
39474.203,,
36389.91,,
34515.2,,
34082.527,,
33847.566,,
21135.773,,
17470.834,,
16810.883,,
16619.97,,
16103.408,,
15930.789,,
15361.692,,
15158.722,,
14975.655,,
13686.382,,
12452.812,,
113410.75,,
66433.36,,
63106.59,,
60123.504,,
52230.184,,
44847.09,,
32512.193,,
22093.453,,
21433.043,,
20421.89,,
113369.49,,
110756.836,,
98197.88,,
85850.2,,
85842.01,,
82741.17,,
79015.375,,
52538.49,,
45407.297,,
41098.79,,
30538.695,,
29995.268,,
24919.162,,
23049.85,,
21554.727,,
113343.77,-0.0082,331.1637
111046.31,-0.0092,330.4111
91501.99,-0.0092,327.2736
91213.57,-0.0096,326.4254
89432.6,-0.0086,324.1668
86883.49,-0.0099,342.0841
84422.234,-0.0081,324.1562
81805.21,-0.0081,325.2594
55230.152,-0.0058,323.5946
52351.293,-0.0064,326.1182
39540.76,-0.0091,334.6326
33878.453,-0.007,326.6817
32371.562,-0.0099,324.4043
19072.715,-0.0108,328.6387
16851.117,-0.0141,328.7655
14084.785,-0.0132,330.3759
12769.39,-0.0118,340.9168
9052.129,-0.0131,333.3596
8410.495,-0.0124,329.502
7490.5312,-0.0152,330.0664
6709.1626,-0.0123,329.6109
5927.8413,-0.0145,332.2083
5585.099,-0.0142,328.0944
2878.72,0.0092,328.0784
1515.1486,-0.0139,330.727
113235.15,0.0092,-80.2195
97738.43,0.0084,-76.9004
87057.58,0.0046,-75.1024
78567.96,0.0081,-76.2683
76890.55,0.0021,-78.8192
74340.72,0.0038,-77.2179
71910.984,0.0092,-79.2321
47122.66,0.0096,-80.3987
30441.756,0.003,-68.4517
27154.447,-0.0018,-67.4989
113193.24,,
112403.07,,
111116.18,,
109733.53,,
104261.35,,
102017.836,,
97290.46,,
79130.31,,
78922.15,,
75083.53,,
73617.2,,
51555.855,,
51175.95,,
46902.887,,
29907.32,,
27516.062,,
113148.18,,
110053.34,,
100599.73,,
79397.78,,
73436.28,,
72001.055,,
70480.305,,
53046,,
52002.574,,
52002.543,,
48674.016,,
112914.79,-0.0077,71.3895
112713.125,-0.0012,73.4711
111734.48,-0.0069,70.2231
107082.09,-0.0026,75.8429
104512.25,-0.0108,80.8994
102932.414,0.0048,58.9803
102457.1,0.0014,78.5656
100474.03,0.0039,59.767
94811.4,-0.0009,77.6217
94811.4,-0.0141,77.6217
94323.63,0.0036,62.6985
93853.79,0.0007,79.0875
93297.125,1.00E-04,77.8469
87862.6,0.0003,67.9667
84304.46,-0.0004,72.7359
83964.3,0.0039,64.3916
81399.6,-0.0011,66.718
81198.836,-0.0006,67.6403
80268.086,-0.0012,70.6174
74275.086,-0.0032,68.8459
72890.98,0,70.85
72497.67,0.001,66.7939
68213.66,-0.0008,70.9243
66483.59,-0.0047,71.2691
63246.363,-0.0061,74.4009
51357.3,-0.0067,72.8183
32153.998,-0.0076,78.0896
21291.572,-0.0084,77.3829
112864.02,-0.0086,219.9312
103234.445,-0.0156,221.8355
91363.914,-0.0112,218.3219
83496.04,-0.0026,238.591
81857.664,-0.0138,222.9288
61148.582,-0.0055,238.0289
60183.73,-0.0032,239.3138
60115.45,-0.0216,224.4697
55540.543,-0.0154,226.2035
50508.566,-0.0209,228.2458
49829.582,-0.0223,224.0339
48620.074,-0.0225,223.3038
48516.74,-0.017,225.0364
44338.11,-0.0175,228.4817
43812.984,-0.0242,226.6853
43791.52,-0.0232,227.6454
43386.086,-0.0162,227.0787
41906.04,-0.0212,227.4023
41177.133,-0.018,223.8693
30779.182,-0.0224,225.9125
21900.562,-0.022,228.3236
14142.23,-0.033,234.7629
13687.405,-0.0355,234.3919
10764.929,-0.0351,236.4672
10644.499,-0.0285,234.5288
112807.34,,
102116.69,,
99195.945,,
84302.82,,
83856.13,,
81871.95,,
79512.29,,
77089.7,,
74966.7,,
73847.03,,
72626.84,,
72625.35,,
67484.234,,
63704.17,,
62839.02,,
60427.523,,
57317.64,,
55954.832,,
54852.355,,
50455.938,,
48676.027,,
47510.426,,
47042.516,,
44913.8,,
44714.645,,
42027.832,,
39929.055,,
38886.465,,
38468.746,,
34780.883,,
33148.887,,
32658.19,,
29791.756,,
29721.586,,
112596.96,,
111132.336,,
109034.96,,
103911.63,,
96793.51,,
88274.164,,
86974.33,,
86386.59,,
73500.984,,
71899.86,,
70452.266,,
59219.99,,
56933.973,,
54002.637,,
38044.78,,
38035.23,,
26559.383,,
112409.54,,
112394.63,,
110036.94,,
104641,,
88364.195,,
79428.016,,
78558.66,,
74108.41,,
58421.645,,
23773.295,,
22993.611,,
22376.46,,
22025.314,,
21632.885,,
21242.055,,
17335.146,,
17201.123,,
17106.027,,
16581.352,,
15535.93,,
14720.07,,
14659.977,,
13242.824,,
112310.9,-0.1645,478.1285
104856.414,-0.163,477.6689
92214.9,-0.1678,475.7545
73287.43,0.0036,474.1488
72336.64,0.0042,466.5478
70184.92,-0.0041,479.087
69343.07,0.0022,472.9817
68984.05,0.0032,471.8166
66774.305,-0.005,479.2706
65379.277,0.0056,465.3821
64762.05,-0.0004,478.2369
63637.2,-0.0116,480.0307
63539.355,-0.0007,477.0037
62477.426,-0.0024,479.5294
61854.582,0.0046,465.7587
61587.7,0.0019,472.5073
60476.676,-0.0036,477.9262
57559.73,1.00E-04,477.0698
57485.824,-0.0027,478.5835
57123.203,-0.0075,480.8705
54002.48,-0.0061,476.8007
51997.863,-0.004,477.6251
50994.863,-0.0047,476.7594
49401.55,-0.0029,475.5928
44158.168,-0.1726,481.4642
42362.32,-0.1693,480.2979
42335.94,-0.0118,482.355
39174.83,-0.1694,478.338
38673.684,-0.1723,482.505
38401.91,-0.1676,479.0911
38188.824,-0.1638,474.1488
37808.6,-0.1726,481.8621
37606.438,-0.1704,481.3374
37510.31,-0.1662,476.4807
37492.188,-0.1632,481.7368
36929.117,-0.1677,480.915
36582.707,-0.1653,477.6467
36508.02,-0.1725,482.8392
31599.19,-0.0143,482.7191
30843.398,-0.1647,470.0464
30383.182,-0.1679,480.6958
29283.146,-0.1645,471.2124
28671.11,-0.1696,478.17
112310.51,,
84492.914,,
25765.002,,
112260.125,-0.0245,-14.7335
95194.41,-0.0005,-24.0632
73060.984,-0.0031,-22.6148
71977.59,-0.0035,-23.7803
65750.78,-0.0026,-20.8465
60260.33,-0.0027,-22.3503
57372.24,-0.0005,-11.6551
52245.08,-0.0014,-23.318
37679.867,-0.0028,-24.6826
24041.904,-0.0072,-14.685
19430.086,-0.0055,-21.6838
14592.601,0.2675,-15.8995
14125.648,-0.0074,-22.8506
10892.448,0.2007,-18.2322
10741.971,0.199,-19.3991
9683.081,0.265,-15.6175
9493.989,0.1983,-15.6175
8818.155,0.2004,-11.5159
4374.646,-0.0077,-11.9371
112157.375,0.0219,237.9694
108769.06,0.0247,240.1238
104767.41,0.0088,249.4542
99950.945,0.022,241.9194
92602.195,0.0696,243.0851
88207.85,0.0709,237.9694
87793.85,0.0693,242.4575
87417.48,0.0678,241.2911
81676.34,0.0207,239.3681
77782.74,0.0175,238.6384
76053.45,0.0215,238.2019
70933.01,0.0697,242.8665
70611.78,0.0716,241.7018
68079.42,0.073,243.3032
55421.516,0.0131,247.1906
52485.36,0.0091,250.6895
51392.312,0.0076,246.0244
44227.344,0.0068,244.859
44160.645,0.0149,247.4064
43868.824,0.0087,246.2391
19550.121,0.0098,253.6798
18557.76,0.0089,256.0133
112144.46,0.0059,-195.076
95011.72,0.0068,-198.5766
81217.08,0.0081,-202.8393
80091.48,0.0063,-200.2808
78081.93,0.0032,-198.9279
69977.28,0.0029,-200.4668
49008.832,-0.0815,-200.5067
45203.848,0.0004,-194.1703
44807.395,0,-193.0034
41655.293,-0.0005,-192.1879
41577.34,-0.0822,-196.7817
39081.215,-0.0818,-200.4668
38931.016,-0.0813,-198.1351
38574.14,-0.0826,-198.9279
38574.14,-0.0809,-197.7621
30473.562,-0.0054,-184.1915
30326.53,-0.006,-186.5244
23422.412,-0.0095,-185.2814
21922.844,-0.0072,-182.9491
21482.912,-0.0058,-186.4483
20550.635,-0.005,-188.7794
19776.596,-0.0842,-189.8571
112100.15,-0.0279,-275.519
104020.47,-0.0126,-263.4443
103588.43,-0.0324,-273.7296
101113.24,-0.0233,-274.4718
99129.09,-0.0255,-276.575
98819.31,-0.0228,-275.6378
96728.28,-0.0244,-273.914
96418.35,-0.0238,-272.3587
95429.35,-0.0185,-278.294
92974.41,-0.0314,-273.3079
91265.04,-0.0286,-277.4392
87067.97,-0.0285,-273.5247
86422.82,-0.0202,-278.3711
83566.33,-0.0164,-279.5293
82707.4,-0.0267,-276.2462
78464.2,-0.0044,-284.1595
71697.05,-0.0096,-282.4528
69003.41,-0.0164,-281.2242
68599.85,-0.0262,-284.786
66104.4,-0.0317,-272.0932
49118.715,-0.0327,-273.1153
112021.76,,
101511.52,,
98758.03,,
91075.664,,
83922.76,,
51525.73,,
48552.3,,
111998.445,,
99109.29,,
92337.93,,
87461.414,,
78014.61,,
77537.66,,
77239.07,,
74741.78,,
73517.14,,
70177.99,,
59518.75,,
54910.668,,
49938.957,,
44368.77,,
43253.05,,
33458.54,,
32534.646,,
28964.484,,
28529.297,,
28064.252,,
24717.852,,
21129.102,,
20506.857,,
20007.295,,
18829.438,,
18316.926,,
16635.328,,
4543.3564,,
3878.6406,,
2352.4543,,
111985.27,,
