Intensity,DB dIM,dRetention
54315.707,0.0216,-1124.5686
53292.76,0.0221,-1125.7344
33592.277,0.0219,-1122.552
29941.86,0.0183,-1119.0188
28049.33,0.0195,-1126.0493
25665.557,0.0137,-604.6788
25604.322,0.0168,-603.5136
24353.975,0.0098,-610.8403
5177.658,0.0497,-620.865
1288.3186,0.0497,-608.7799
1260725.2,,
1257220.5,,
1236152.6,,
1211518,,
1167128.8,,
1151738,,
1125524.8,,
1120619,,
1120619,,
830784.2,,
713929.8,,
711337.7,,
702297.94,,
680537.5,,
666872.4,,
647348.56,,
630408.44,,
624889,,
614124.9,,
603895.94,,
583532.75,,
541405.25,,
525944.5,,
518553.12,,
515016.38,,
514061.22,,
500946.66,,
500282.4,,
476663.53,,
474646.84,,
470817.38,,
467971.22,,
467801.4,,
460189.3,,
453376.6,,
451663.9,,
451663.9,,
450282.38,,
432848.6,,
426549.6,,
426312.28,,
425495.16,,
424703.75,,
423323.62,,
410301.16,,
408803.34,,
398148.84,,
392862.28,,
389341.12,,
356489.25,,
327020,,
325684.3,,
306958.03,,
300515.03,,
288922.75,,
272251.25,,
265185.94,,
262154.84,,
257700.08,,
245954.06,,
231197.38,,
216004.06,,
214732.55,,
210215.36,,
198421.67,,
198120.67,,
195962.39,,
185399.62,,
173081.77,,
162279.38,,
155584.4,,
131424.22,,
118527.82,,
116259.46,,
114715.4,,
112753.086,,
105358.72,,
103618.49,,
103064.54,,
102074.52,,
99085.65,,
95423.47,,
87397.47,,
84692.82,,
80270.78,,
72866.625,,
72685.586,,
72617.32,,
72432.38,,
67651.15,,
66885.27,,
66269.64,,
65508.11,,
64071.418,,
63284.957,,
59396.5,,
55839.51,,
55158.24,,
55014.387,,
54907.387,,
54307.312,,
47010.3,,
45881.58,,
45626.77,,
43370.164,,
42998.258,,
42972.156,,
42971.508,,
41464.047,,
35532.4,,
33031.83,,
32010.213,,
29444.338,,
20503.27,,
15870.394,,
1260428.4,,
1250428.9,,
1247939.8,,
1245129.1,,
1241751.1,,
1237649.5,,
1224746.8,,
1198235.6,,
1193674.5,,
1156200.8,,
1066632.6,,
1042725.25,,
618321.9,,
521153,,
516061.5,,
515196.66,,
513617.1,,
513549.03,,
511853.22,,
501433.84,,
500753.84,,
499470.38,,
494996.62,,
492051.53,,
490259.9,,
489668.62,,
483615.78,,
447458.66,,
433018.72,,
431859.47,,
427208.03,,
423382.88,,
419822.1,,
419457.66,,
417598.78,,
411083.53,,
400381.62,,
393718.53,,
393065.88,,
386831.34,,
370437.5,,
365544.88,,
326277.78,,
311102.8,,
285977.8,,
257458.36,,
179731.55,,
166714.4,,
166422.25,,
156064.27,,
154729.56,,
149542.22,,
146057.42,,
145086.05,,
143122.48,,
142346.67,,
138053.56,,
136843.66,,
136122.98,,
134871.62,,
132675.42,,
130700.78,,
130415.6,,
130203.03,,
128289.5,,
126551.85,,
126078.195,,
121464.02,,
119781.6,,
112150.53,,
111276.664,,
108689.555,,
107979.16,,
102993.84,,
96310.664,,
86075.586,,
77583.1,,
66106.89,,
22760.578,,
1256477.8,0.0176,115.8119
1225730.6,0.014,111.1473
1225314.1,0.0199,113.7792
1199493.8,0.0188,119.7393
1137834.2,0.0179,109.113
1115778.8,-0.0038,126.3908
1108944.9,0.0186,116.429
1106187.9,0.0184,117.0618
1099672.4,0.028,114.7286
1080915.5,0.012,113.9083
1069986,0.0018,133.3884
948735.8,0.0016,132.767
789568.25,0.0118,125.9562
727822.44,0.0086,121.8084
708831.5,0.0065,118.9583
705369.3,0.0319,117.7915
438913.97,0.0169,130.5107
401358.84,0.0016,125.8461
396618.66,0.0176,129.5219
365228.6,0.0033,126.023
241810.38,-0.0009,132.5933
227660.83,0.0187,129.2068
153413.47,-0.0002,136.4964
136831.67,-0.0036,140.3476
132295.36,0.0171,134.5168
28353.086,0.0193,136.113
1256303.2,0.002,183.9441
555791.2,-0.0068,183.0712
234268.02,-0.0056,190.365
180807.86,-0.0063,188.2982
142856.39,-0.0087,191.0333
96960.27,-0.0029,185.5362
74913.41,-0.0163,192.6295
64167.934,-0.0107,190.2164
43444.21,-0.0144,191.7836
42952.348,-0.0139,193.1305
7539.799,-0.021,192.0907
1252471.8,0.0086,-369.3207
1247712.8,0.0091,-360.4006
1217407.6,0.0097,-358.6762
1214578.8,0.0064,-367.397
1205722.5,0.0073,-365.6741
1178969.1,0.0083,-373.9851
1072700.4,0.0087,-370.3412
1071859.4,0.0077,-367.7255
1031909.06,0.0076,-367.1922
988405.75,0.012,-371.857
978481.75,0.0103,-372.3904
954625.8,0.0082,-372.0612
943101.25,0.0123,-373.0237
916738.25,0.0092,-373.5569
891202.3,0.0159,-341.1826
867220.06,0.0166,-344.8297
675777.6,0.0049,-360.7685
671036.06,0.0173,-358.9607
671036.06,0.006,-358.9607
666363.94,-0.004,-364.2679
654391.3,0.0063,-365.4343
645132.25,-0.0042,-362.4608
631822.4,0.0093,-364.7911
614922.6,0.0111,-366.6001
357738.16,0.0028,-356.0355
355741.62,0.0014,-354.9466
320278.25,0.0082,-361.8668
318014.75,0.0037,-360.7774
225217.48,0.002,-1030.2043
220652.44,0.0137,-1031.344
204330.38,0.0045,-1033.4801
184339.25,0.0003,-352.8484
181672.86,0.0051,-1031.7731
180690.8,0.001,-356.3207
163479.36,0.0015,-357.4868
158990.06,0.0042,-1034.8421
152775.17,0.0035,-1033.305
149870.81,0.0077,-1038.3681
148653.56,0.003,-358.6782
91516.914,0.0032,-353.3742
86272.72,0.0024,-351.2655
80546.53,0.0002,-1027.3797
76206.8,-0.0017,-1025.3916
74734.63,0.0034,-354.5409
39542.844,-0.0069,-1020.8939
36057.47,-0.0052,-1021.986
22836.322,-0.009,-1016.4687
21274.102,0.002,-346.9812
20695.557,0.0028,-349.3144
20406.264,0.0026,-348.1485
19775.7,0.0024,-350.8136
16874.223,-0.0107,-1018.7595
15890.526,-0.0104,-1019.9251
1248417.2,-0.0181,13.1153
1217815.2,-0.0048,-2.0453
1179592.8,-0.0226,20.1127
1059615.5,-0.0032,22.445
1045516.5,-0.0042,7.5695
1042345.75,-0.0193,12.2342
1011878.06,-0.0056,-0.5942
998081.2,-0.0032,-6.7109
983983.2,-0.0069,5.4089
983445.7,-0.0196,15.905
945430.2,-0.0058,-0.4216
813154.5,-0.0071,-5.2593
743689.7,-0.0041,6.8138
741507.25,-0.0176,13.8107
728450.7,-0.0088,-3.9212
724730.2,-0.0039,-1.5038
705829.8,-0.0208,10.4965
696903.9,-0.0319,19.6421
693846.7,-0.0048,-1.1678
558073,-0.0038,-5.8329
546685.44,-0.0061,-6.1689
528208,-0.0054,-244.6418
516652.88,-0.0048,-245.8081
484687.4,-0.0071,-6.9992
442008,-0.0068,-250.4728
433961.75,-0.0088,-242.0243
425715.84,-0.2211,2.6197
415124.5,-0.0229,-245.522
403756.72,-0.2225,-3.2122
397431.34,-0.2193,-4.3767
391338,-0.0106,-242.5809
367853.25,-0.0067,-247.8562
359982.72,-0.0185,-229.7507
357620.22,-0.0041,23.4613
347680.9,-0.223,5.2372
316779.8,-0.2226,4.2425
310465.56,-0.0082,-242.9201
294466.94,-0.2233,-1.7611
284983.06,-0.0097,-239.2283
284267.88,-0.022,-241.5619
269569.44,-0.223,-1.5876
264319.44,-0.0088,-248.7497
255630.8,-0.2233,3.17
246316.88,-0.0237,8.8765
238341.7,-0.0094,3.0459
234832.17,-0.0234,10.3482
233298.8,-0.0065,-247.3929
232215.31,-0.0286,-247.3929
223825.8,-0.2232,4.665
223391.94,-0.2241,-2.6711
206024.11,-0.0043,0.1707
198053,-0.2232,-2.3351
194333.69,-0.0068,-0.9952
188298.19,-0.0062,-2.7851
179485.75,-0.2234,-3.5015
172857.69,-0.0096,-3.951
89030.97,-0.0148,-242.3195
83047.02,-0.0189,-243.4864
82171.04,-0.2279,-246.9745
81316.984,-0.2297,-244.3566
79356.02,-0.2299,-241.415
75008.06,-0.2292,-242.5809
70708.81,-0.0138,-242.3772
68611.33,-0.2312,-243.7473
67088,-0.2284,-243.8933
67035.58,-0.0059,-243.5427
66307.68,-0.2292,-244.086
64610.223,0.0785,8.7359
64178.355,-0.2267,-0.4532
61141.22,0.0944,-0.8785
59356.066,-0.2251,1.3366
56850.02,-0.0074,-244.7081
55783.145,-0.2264,-1.6187
52295.8,0.0903,15.905
48493.203,-0.2231,0.1707
47890.668,0.0959,1.7376
47187.785,0.0882,4.2425
41059.504,-0.2297,-249.3073
39598.684,-0.0114,3.3888
33152.97,-0.0134,2.1716
32868.043,0.0916,3.17
30452.943,-0.0109,1.0569
27647.256,-0.0165,17.6486
27398.188,0.0929,2.3327
25535.205,-0.0148,-234.6497
23410.354,-0.2301,-238.8785
23268.297,-0.0101,1.0043
22460.38,-0.0167,-238.8909
21190.502,-0.0177,-239.458
19009.252,-0.0175,5.5796
18744.215,-0.2292,6.8879
17070.318,-0.2346,-238.8213
16616.807,-0.0058,-247.3787
16351.746,-0.0175,5.251
15579.935,-0.2273,6.8362
14406.88,-0.2273,5.7225
12246.022,0.0906,1.994
10601.095,-0.0122,13.1103
10090.26,-0.0181,-235.1601
7296.129,-0.2286,10.881
1248190.8,0.0191,-276.6717
1236634.5,0.0343,-265.0062
1219857.2,0.0496,-272.1918
1202853.6,0.0247,-754.8642
1196838.2,0.0331,-260.357
1195288.6,0.0333,-261.695
1155451.5,0.0053,-274.5245
1098050.8,0.0169,-275.6902
1063496.6,0.018,-273.1842
1061415.2,0.0324,-262.893
1038497.8,0.0322,-753.8319
1018639.2,0.0215,-766.6605
1018410.2,0.0262,-759.6636
1017860.8,0.0056,-276.8884
1004152.75,0.0304,-751.7967
1003319.3,0.0191,-282.5033
996595.94,0.0173,-276.8884
966442.75,0.0171,-275.8708
963970.2,0.0297,-750.1982
961500.5,0.028,-749.032
913343.56,0.03,-750.0069
907203.25,0.0175,-281.5535
869008.5,0.0228,-762.2923
820986.8,0.021,-761.8611
800741,0.0159,-280.5356
776435.3,0.017,-281.7029
772443.8,0.0175,-277.849
763256.8,0.0192,-764.6248
758186.56,0.0168,-280.3553
706622.7,0.0153,-267.4633
675988.9,0.0133,-270.0959
625829.4,0.0186,-763.0279
572102.75,0.0207,-755.6495
548301.6,0.0179,-747.5983
527533.1,0.0153,-272.1279
489142.75,0.0118,-274.7612
457062.4,0.0176,-748.5848
437139.62,0.0046,-254.8553
423181.38,-0.0026,-261.2578
421083.12,0.0116,-264.1855
397770.34,0.0109,-264.7565
339176.06,0.014,-274.4604
334279.38,0.0116,-270.0167
333844.44,0.0101,-268.8503
309648.2,0.0095,-270.5887
227068.17,0.0113,-260.517
222590.3,0.0067,-261.0745
202700.73,0.006,-266.9053
196037.45,0.0099,-266.3486
109333.79,0.0098,-262.8014
105412.79,0.0102,-261.9525
99549.4,0.0081,-263.1177
24765.104,0.0112,-258.5053
24491.172,0.0089,-258.7905
1245530,,
1201154.5,,
1156420.5,,
1128884.2,,
1086646.9,,
1083771.1,,
1029868.3,,
1017551,,
969350.5,,
963516.3,,
853060.7,,
813333.56,,
785990.94,,
769052.56,,
613784.2,,
612676.1,,
602673.3,,
593602.7,,
587128.75,,
549294.9,,
324629.94,,
319430.06,,
310357.12,,
260495.92,,
202640.7,,
142457.8,,
77966.51,,
77543.55,,
77542.125,,
30980.742,,
1241290.8,,
1146701.5,,
1116523.5,,
1115637.9,,
1013357.25,,
937980.75,,
701356.25,,
581420.7,,
493014,,
450058.72,,
446860.84,,
424954.62,,
422058.66,,
390105.9,,
385926.66,,
378168.28,,
376267.9,,
376237.12,,
375116.9,,
333608.03,,
333434.8,,
330776.94,,
291613.75,,
233147.69,,
229025.48,,
215760.77,,
215659.22,,
204791.44,,
186820.95,,
120746.695,,
118592.45,,
116925.4,,
90279.1,,
81120.836,,
46760.99,,
39098.67,,
29269.215,,
23473.672,,
22774.916,,
17834.86,,
1230307,0.0422,-22.486
1229300.8,0.037,-25.9847
1222824.9,0.0564,-29.4839
1188002.8,0.0294,-30.6509
1172697.9,0.0411,-20.0189
1160623.8,0.033,-31.8153
1156662.6,0.0359,-18.1148
1150618,0.0216,-18.9876
1143319.5,0.0583,-20.0189
1140634.4,0.0289,-23.9506
1132322.2,0.0571,-23.9506
1129868,0.048,-27.0172
1113819.4,0.0568,-28.6153
1103463.9,0.0271,-28.6153
1098288.2,0.0312,-27.0172
1086041.4,0.0522,-28.1831
1083585,0.0205,-22.7847
1064279.2,0.0586,-12.2834
1047586.56,0.0149,-29.4839
1044392.3,0.0462,-32.983
1023335.2,0.0154,-17.6864
1016810.7,0.0574,-32.983
1006969,0.0155,-25.8506
989070.5,0.0318,-32.983
986109.25,0.019,-29.3484
977299.5,0.0132,-28.6153
921579.94,0.0345,-29.1568
918560.3,0.0556,-30.5159
918556.3,0.0484,-29.1568
915228.5,0.0348,-30.5159
909467.7,0.0323,-26.824
906974.8,0.0584,-26.824
884432.2,0.0467,-25.0202
875035.2,0.0208,-29.1568
873722.7,0.0102,-11.8549
862909.8,0.0548,-27.3534
860800.2,0.031,-28.5196
838204.94,0.0328,-14.5255
832609.44,0.0356,-29.686
816623.2,0.0623,-21.5231
805498.25,0.043,-31.4898
767716.5,0.0617,-31.4898
765391.7,0.0852,-28.6153
764389.8,0.0129,-23.8557
759213.25,0.0134,-27.3534
741352,0.0096,-23.3242
733437.06,0.0325,-32.0187
729983,0.0519,-32.0187
729591.25,0.0602,-12.1925
711971.3,0.042,-32.1149
693694.94,0.0439,-34.1489
689622.25,0.0919,-15.355
671426.06,0.0912,-21.6117
656530.4,0.095,-17.8207
639646.56,0.0931,-25.8506
633239.4,0.093,-20.4467
633045.94,0.0593,-32.6571
602565.9,0.0871,-22.1576
569522.25,0.0886,-24.4922
518746.12,0.09,-27.3534
476850.9,-0.0149,-14.6162
453495.16,0.0344,-19.6378
441178.88,0.032,-11.4713
438125.22,0.0525,-20.804
421721.97,0.0595,-13.8048
421612.66,0.0297,-22.4712
415868.9,0.0331,-23.6378
415301.72,-0.2329,-17.8207
411433.88,0.0134,-19.6378
405943.66,0.0528,-22.4712
402888.6,0.0568,-11.9751
400527.84,0.013,-24.3029
394503,-0.2531,-23.6522
388148.97,-0.2455,-21.1855
382506.5,0.0151,-23.6378
373131.6,0.0213,-25.4684
370656.4,0.0108,-11.9751
369331.22,0.0503,-25.4684
346382.5,-0.198,-22.486
341696.28,0.0055,-23.1367
336529.5,-0.2044,-23.9506
329941.5,-0.1998,-19.281
329208.8,-0.205,-29.4839
321205.94,-0.2079,-25.8506
308558.53,0.0155,-24.8035
297429.16,-0.2005,-18.8539
297099.03,-0.2532,-20.9924
295885.12,0.0571,-25.9705
294234.28,-0.0196,-20.3554
292101.3,0.0454,-26.6352
290137.9,-0.2411,-20.3554
289026.94,-0.2045,-30.6509
282375.88,-0.2741,-24.819
281882.16,-0.2079,-28.6153
279987.88,-0.0046,-16.1364
263865.2,-0.2079,-27.0172
254417.3,-0.2003,-23.3242
253848.92,0.09,-16.1364
238103.92,-0.2064,-27.9902
236235.67,-0.2607,-23.9506
235095.42,-0.2758,-22.7847
234938.2,-0.2003,-21.5231
233903.62,-0.2765,-16.5216
227709.12,-0.2772,-24.6842
226864.39,-0.275,-28.3175
224868.48,-0.2773,-26.2834
221549.12,0.0383,-12.5752
216631.92,0.0435,-13.9174
215242.39,0.0355,-15.0833
213992.95,-0.2089,-28.5196
213415.67,0.0299,-11.583
210533.98,0.0293,-13.9174
209908.33,-0.2756,-27.4487
208809.25,-0.2963,-15.7823
208505.83,-0.2768,-22.1576
206926.14,0.0302,-18.4071
205159.67,0.0134,-17.4163
203361.67,-0.302,-20.0189
198663.83,0.042,-19.5726
196289.12,-0.2777,-26.824
195534.55,0.009,-16.0744
194785.05,0.0092,-13.7421
193146.08,0.0153,-18.5811
191361.02,-0.3098,-23.3242
183423.55,0.0634,-12.7517
179921.83,0.0077,-19.747
165581.9,-0.3074,-26.1871
163112.3,-0.2824,-28.6153
157391.25,0.0608,-6.7442
156664.34,0.0431,-20.739
153767.38,0.0517,-22.0805
150486.69,0.0267,-20.739
148098.55,-0.278,-28.5196
146550.75,0.0264,-22.0805
146302.62,-0.2778,-18.4687
143337.75,-0.2822,-16.1364
130534.68,-0.3082,-14.9705
130344.21,-0.3079,-19.6378
128589.23,-0.3135,-18.4687
118810.19,-0.2064,-16.1364
115116.805,-0.2023,-14.9705
109707.664,-0.2828,-20.1386
102871.055,-0.2818,-21.305
99847.91,-0.2058,-22.4712
98940.77,-0.3092,-16.6406
96449.086,-0.2816,-23.1367
95969.85,0.0322,-16.2181
93210.78,0.0106,-15.0513
92802.664,-0.1858,-21.9704
90886.63,0.014,-14.0581
90411.914,0.0469,-15.0513
89661.086,-0.2147,-23.1367
85624.836,0.0493,-14.0581
85233.55,0.0526,-9.3945
77679.25,0.0258,-17.3845
71105.75,0.0318,-17.5571
71018.766,0.055,-16.3907
66892.71,0.0532,-17.5571
63318.188,0.0484,-18.5488
63205.95,-0.3058,-9.0758
62812.656,-0.2866,-16.0744
55337.24,-0.2856,-18.4071
49205.66,-0.2873,-17.4163
47912.047,0.0276,-11.079
45797.465,-0.2902,-18.5811
44188.75,-0.1705,-23.5185
40298.86,-0.1681,-22.3524
39078.992,0.0445,-13.4106
38841.195,-0.2033,-13.7421
38832.664,-0.1681,-24.819
33257.79,0.0326,-11.1621
31981.713,-0.1772,-25.0202
30964.523,-0.292,-14.0581
29829.6,-0.2919,-13.8856
29653.773,-0.2978,-9.3945
28075.803,0.0477,-14.6599
27053.072,-0.2936,-12.7192
13660.786,-0.2969,-9.996
10971.984,-0.2906,-11.079
1225204,0.0136,-35.8072
1220394.2,0.0206,-26.7952
1182313.9,0.0187,-25.3397
1164572,0.0105,-32.8308
1160697.5,0.0111,-31.1721
991223.75,0.015,-31.3801
977438.94,0.013,-32.5461
958050,0.0064,-11.6336
953686.2,0.0085,-43.973
943008.3,0.0121,-32.5328
579405.8,0.0061,-25.7384
569402.1,0.0097,-24.4899
287935.53,0.0041,-21.4343
271594.1,0.0047,-21.012
121610.875,0,-23.3322
59282.77,0.0023,-19.2631
8692.162,0.0033,-14.1991
1221197.4,0.026,-218.6687
1170766.8,0.0221,-216.7642
1146999.5,0.0249,-222.1683
1108390.5,0.0223,-215.0469
1103728.1,0.0394,-201.0519
1089635.6,0.0246,-220.264
1060171.4,0.0213,-218.5446
977758.5,0.022,-218.3521
947586.7,0.0201,-218.8864
924451.3,0.0229,-219.7108
887141.44,0.0217,-221.8508
797502.7,0.0228,-222.3853
769484.75,0.0223,-223.0161
574161.25,0.0153,-208.3127
546623.5,0.0142,-212.9778
539819.3,0.0135,-211.1568
479137.38,0.0354,-197.1616
476981.12,0.0097,-214.6562
457465.28,0.0157,-215.8228
312329.56,0.0044,-206.4288
309863.88,0.0089,-206.6034
305679.28,0.0282,-208.9355
301422.5,0.001,-208.7613
277417.88,-0.0012,-210.1014
228378.5,0.0293,-212.4337
161463,0.0224,-197.5246
159727.5,0.0004,-202.1917
151453.78,0.0051,-203.3833
128968.4,0.026,-205.6902
93867.38,0.0017,-199.2437
90148.13,0.0272,-201.7854
70561.984,0.0054,-199.4515
63325.11,0.0273,-202.7426
27558.28,0.0265,-204.1178
5884.7017,0.0267,-132.2376
1217239.8,,
1217239.8,,
1215813.2,,
1215813.2,,
1210343.1,,
1210343.1,,
1206615,,
1206615,,
1203815.6,,
1203815.6,,
1202873,,
1202873,,
470114.84,,
470114.84,,
467864.66,,
467864.66,,
466979.12,,
466979.12,,
466319.88,,
466319.88,,
458629.1,,
458629.1,,
456481.34,,
456481.34,,
451023.66,,
451023.66,,
442799.6,,
442799.6,,
442192.12,,
442192.12,,
440036.1,,
440036.1,,
438482.03,,
438482.03,,
426882.28,,
426882.28,,
425940.16,,
425940.16,,
422446.1,,
422446.1,,
418152.62,,
418152.62,,
403169.12,,
403169.12,,
396916.38,,
396916.38,,
393381,,
393381,,
384754.9,,
384754.9,,
375706.62,,
375706.62,,
370883.4,,
370883.4,,
345448.75,,
345448.75,,
325720.25,,
325720.25,,
166025.62,,
166025.62,,
164257.75,,
164257.75,,
159921.55,,
159921.55,,
159398.12,,
159398.12,,
157832.23,,
157832.23,,
155486.47,,
155486.47,,
155485.97,,
155485.97,,
155046.16,,
155046.16,,
154232.84,,
154232.84,,
153643.27,,
153643.27,,
151177.19,,
151177.19,,
148129.5,,
148129.5,,
146205.31,,
146205.31,,
145781,,
145781,,
145263.97,,
145263.97,,
144583.19,,
144583.19,,
144576.86,,
144576.86,,
144508.2,,
144508.2,,
144133.66,,
144133.66,,
141150.36,,
141150.36,,
138864.14,,
138864.14,,
138530.98,,
138530.98,,
138150.38,,
138150.38,,
136802.42,,
136802.42,,
134638.48,,
134638.48,,
123434.586,,
123434.586,,
115646.15,,
115646.15,,
79109.23,,
79109.23,,
63849.23,,
63849.23,,
1212037.5,0.0152,60.7284
1182924.8,0.0152,56.0635
1171289.6,0.0134,63.6676
1139950.9,0.0141,65.5313
1130599.2,0.0145,60.8674
1127510.5,0.0144,57.8373
959511.44,0.0137,66.3485
959084,0.0137,65.8121
950749.44,0.0141,59.3512
934993.06,0.0134,58.8148
610250.5,0.01,72.7765
595613.94,0.0108,66.4157
591917.75,0.0102,65.7796
337073.34,0.0037,69.2681
331365.56,0.0065,70.512
191239.33,0.0035,76.0232
162342.47,-0.0009,73.7289
157013.42,0.0002,70.1934
99563.836,0.0041,75.4982
84270.59,0.0065,75.2808
26164.643,0.0031,81.3349
25172.37,0.0025,80.3957
25061.422,0.0033,80.1674
23998.422,0.004,77.8344
1211170.8,0.0129,-84.2365
1050741.5,0.0078,-88.0327
1002665.8,0.0102,-80.6037
984268.5,0.0268,-85.076
962361.2,0.0107,-76.9127
947276.94,0.0256,-82.2008
919449.5,0.0181,-80.9504
796573.06,0.0058,-72.8707
772282.8,0.0311,-86.569
697688,0.0284,-81.7694
674241.6,0.0143,-92.6127
649593.8,0.0312,-95.8994
636973.56,0.0303,-93.8637
599998.56,0.0327,-92.6127
555931.44,0.003,-76.7234
539199.7,0.0255,-92.2661
526583.56,0.026,-94.4055
447045.16,0.0048,-84.8886
419602.5,0.006,-86.055
406239.1,0.0025,-80.8706
370832.1,0.0095,-87.6006
321321.47,0.01,-91.5316
278682,-0.003,-70.8256
223827.58,0.0244,-85.5363
211429.27,0.0229,-88.3868
207612.88,-0.0016,-78.9894
158141.28,-0.0017,-80.3347
118934.15,0.015,-575.248
113958.52,0.0141,-574.0813
101980.914,0.007,-571.9539
101097.48,0.0099,-571.6047
93520.164,0.0125,-573.1205
90501.914,0.0104,-574.4915
81693.14,-0.0051,-74.6406
80083.68,-0.0062,-75.807
78495.45,0.0114,-573.6548
73805.65,-0.0083,-74.4783
71671.484,-0.0089,-75.644
70345.34,0.0163,-575.453
66980.96,0.0098,-574.2868
50733.69,0.011,-577.1534
46723.83,0.0031,-564.3642
46223.47,-0.006,-69.4155
45992.215,0.0054,-563.7228
45794.676,-0.0089,-68.1656
44717.31,-0.0074,-77.9763
42886.812,0.0014,-565.5315
39252.61,0.001,-566.6982
28134.672,0.0087,-567.8634
28045.38,0.0084,-581.0789
26751.818,-0.009,-553.8768
26510.936,0.0112,-577.7858
21677.443,-0.0063,-557.2982
13312.55,-0.0051,-66.5577
6881.1753,-0.0071,-63.0587
1199124.6,0.0266,17.1661
1195561,0.0439,11.3347
1194218,0.0271,19.311
1184970.2,0.0423,14.6464
1128134.8,0.0399,11.3228
1126483.4,0.0336,7.649
1112926.6,0.0394,4.3378
982587.2,0.0415,8.7744
920938.7,0.0334,6.6568
916790.06,0.0233,22.7683
915142.94,0.0402,8.6369
912685.2,0.0326,0.8389
879102.7,0.0217,21.4652
752862.25,0.0309,4.108
702868.5,0.0323,3.9732
607759.56,0.0376,19.3721
603523.8,0.0317,2.9835
595071.94,0.0343,14.4086
563491.3,0.0323,2.9423
486081.25,0.0263,9.7433
480584.22,0.032,13.5418
421752.9,0.3284,11.3228
420155.72,0.33,6.6703
388495.16,0.3276,8.8152
363148.6,0.3277,6.6568
359231.38,0.3265,2.0052
326882.06,0.3265,5.4902
321325.03,0.3294,9.9401
311649.5,0.0314,23.8191
291424.75,0.0301,19.753
274969.94,0.0281,16.8228
273845.6,0.3304,12.136
257377.05,0.3256,4.108
244564.17,0.0266,15.0868
236184.73,0.3266,4.1501
234283.05,0.3231,5.1389
225155.08,0.3241,3.9732
215092.44,0.3263,2.9423
138993.2,0.0216,18.6276
124090.66,0.0243,18.1563
118655.69,0.0215,17.4619
112519.445,0.3244,14.7086
109588.305,0.3234,13.2424
101544.875,0.3244,12.0763
65202.53,0.0249,23.7167
63613.06,0.0238,23.6749
62128.86,0.3197,20.9187
60913.316,0.0244,21.3426
55545.105,0.3196,18.5857
50684.062,0.318,17.42
41163.465,0.3197,17.9881
30656.828,0.0237,25.1134
22900.35,0.3166,25.6247
22576.787,0.3161,24.4592
21730.727,0.3167,26.7911
19203.562,0.3206,23.9873
18234.496,0.315,22.1269
1192183.6,-0.0089,39.405
1176223.9,-0.0083,34.0029
1173859.2,-0.0087,37.7445
1159479.4,-0.0098,31.2417
1143851.5,-0.0114,58.494
1112797.6,-0.0095,30.7475
1099757.5,-0.0098,28.1728
993036.25,-0.0115,26.5766
945643.94,-0.0101,61.9169
709112.7,-0.0127,24.6744
677184.44,-0.0112,26.0813
618590.5,-0.0021,30.5562
581773.9,-0.0021,30.9986
542209.75,-0.0061,23.5588
530808.9,-0.0095,32.8329
504725.12,-0.0065,35.235
494479.12,-0.0079,24.0006
421293.1,-0.0087,28.2372
402334.9,-0.0108,25.835
402005.5,-0.0125,57.3255
395746.5,-0.0086,27.0717
385238,-0.0074,55.0491
344921.44,-0.0118,44.2655
312583.8,-0.0126,33.769
312221.3,-0.0142,38.3125
307559.72,-0.0126,32.6038
301451.44,-0.0119,35.6795
297640.22,-0.0115,31.4367
288032.25,-0.0165,38.7321
283642.5,-0.0106,59.7254
257637.42,-0.0136,32.4827
253095.44,-0.0147,44.8061
241589,-0.0144,40.5169
241334.08,-0.0132,40.8806
238484.33,-0.0159,30.1499
238148.33,-0.0134,31.3168
223369.88,-0.0139,34.3094
213177.42,-0.0145,33.1444
205239.42,-0.0135,29.8478
203887.5,-0.016,31.7356
200661.58,-0.0144,33.5193
190574.55,-0.0162,58.705
186305.05,-0.0157,33.8828
154291.16,-0.0154,31.1863
135401.64,0.4148,28.6654
134163.6,0.4142,28.2241
113754.85,0.4112,36.3327
104211.945,0.4138,31.7359
91024.164,0.4116,31.6679
75471.62,0.4113,30.5008
53729.89,0.4029,50.395
53666.613,0.4097,34.5131
51201.785,0.4077,42.4736
50720.113,0.4102,52.4293
47800.066,0.4085,37.1475
44594.035,0.4082,40.1418
44204.64,0.4108,34.9356
41641.383,0.4038,36.4012
38699.902,0.409,37.8083
33844.883,-0.0043,-490.5086
32571.516,-0.004,-490.2301
30982.406,-0.0047,-487.898
29617.04,0.4059,40.4585
28752.244,-0.0057,-485.5657
27159.268,0.4109,39.5908
26754.953,-0.0066,-495.1735
24170.033,0.4098,40.8806
23237.992,0.406,45.0108
19647.645,0.4104,52.124
19178.09,0.4076,37.2579
10242.946,0.4024,47.5681
7469.851,0.3984,46.4463
6087.3984,0.4009,48.7827
4174.9404,0.3984,46.4035
1189604.6,-0.0611,-131.4335
1180836.1,-0.0541,-132.7795
1178288.8,-0.0534,-129.6112
1153930.4,-0.0603,-129.8428
1144643.4,-0.0613,-136.0992
1140766.4,-0.0554,-137.4444
1137449.6,-0.0568,-135.5532
1133935.8,-0.0551,-136.6086
1118772.6,-0.061,-134.508
1106764.8,-0.0537,-133.3404
1071477,-0.0539,-133.557
1059196,-0.0547,-138.0058
1053511.8,-0.0563,-140.1077
1033088.94,-0.0537,-136.311
1031969.2,-0.0559,-139.777
