Ecoli time (s),Ecoli Intensity,S. typhimurium time (s),S. typhimurium Intensity
1398.475,0,2123.687,0
1399.641,1074,2124.854,0
1400.807,1808,2126.026,0
1401.974,2831,2127.192,0
1403.139,3845,2128.359,0
1404.306,5358,2129.525,0
1405.473,8782,2130.691,1754
1406.64,8454,2131.858,0
1407.805,10771,2133.024,0
1408.972,10988,2134.19,2384
1410.137,10617,2135.356,2355
1411.304,10615,2136.522,3436
1412.47,8282,2137.688,0
1413.637,7792,2138.854,2777
1414.802,6048,2140.022,5692
1415.969,4418,2141.186,2760
1417.135,3161,2142.353,4597
1418.301,2022,2143.52,2835
1419.467,1744,2144.685,2286
1420.634,0,2145.851,2314
1421.8,921,2147.018,2658
1422.97,0,2148.185,2727
1424.137,390,2149.35,2619
1425.303,0,2150.517,2322
1426.47,233,2151.683,2491
1427.634,630,2152.849,2439
1428.802,0,2154.016,2014
1429.967,434,2155.182,2287
1431.134,296,2156.348,1552
1432.299,267,2157.514,1905
1433.466,0,2158.681,926
1434.632,187,2159.846,2156
1435.8,454,2161.012,745
1436.965,191,2162.178,697
1438.131,0,2163.346,427
1439.297,226,2164.511,0
1440.463,0,2165.678,0
1441.629,0,2166.844,791
1442.796,0,2168.011,242
1443.961,0,2169.177,0
1445.128,121,2170.342,369
1446.294,0,2171.509,0
1447.461,0,2172.675,322
1448.626,0,2173.842,275
1449.793,0,2175.007,337
1450.959,502,2176.173,421
1452.125,0,2177.339,423
1453.292,0,2178.511,267
1454.458,0,2179.678,569
1455.624,0,2180.846,234
1456.791,205,2182.012,226
1457.957,0,2183.177,398
1459.123,155,2184.343,179
1460.289,302,2185.509,0
1461.456,0,2186.676,495
1462.621,107,2187.842,0
1463.788,0,2189.008,1042
1464.954,0,2190.175,0
1466.121,0,2191.34,791
1467.287,321,2192.507,457
1468.452,289,2193.673,0
1469.619,0,2194.839,462
1470.785,61,2196.005,586
1471.951,88,2197.171,644
1473.118,0,2198.338,332
1474.285,0,2199.505,801
1475.45,0,2200.671,1639
1476.616,0,2201.837,1514
1477.783,0,2203.003,1469
1478.95,0,2204.169,2377
1480.116,0,2205.336,2695
1481.281,0,2206.502,3879
1482.448,11,2207.668,4451
1483.613,0,2208.834,4964
1484.78,84,2210.001,5450
1485.946,0,2211.167,6193
1487.112,0,2212.333,8199
1488.278,0,2213.499,8104
1489.444,0,2214.666,6961
1490.611,252,2215.831,8055
1491.777,0,2216.998,6362
1492.943,0,2218.164,7318
1494.11,0,2219.33,6461
1495.277,758,2220.496,5155
1496.442,255,2221.663,4195
1497.608,88,2222.829,4464
1498.775,0,2223.995,3800
1499.941,295,2225.162,0
1501.107,209,2226.327,0
1502.273,171,2227.494,0
1503.44,115,2228.66,0
1504.606,0,2229.826,0
1505.772,109,2230.993,0
1506.938,309,2232.159,0
1508.104,132,2233.325,0
1509.27,96,2234.492,0
1510.437,150,2235.657,0
1511.602,351,2236.823,0
1512.77,385,2237.99,0
1513.936,68,2239.156,0
1515.102,258,2240.322,0
1516.268,228,2241.489,0
1517.434,236,2242.66,510
1518.601,0,2243.822,0
1519.766,175,2244.988,0
1520.933,0,2246.155,0
1522.099,0,2247.321,0
1523.265,0,2248.486,0
1524.432,0,2249.653,0
1525.598,407,2250.82,0
1526.765,449,2251.986,0
1527.931,241,2253.153,0
1529.098,1302,2254.318,0
1530.263,518,2255.485,0
1531.43,983,2256.652,0
1532.595,1361,2257.817,0
1533.762,1067,2258.983,0
1534.928,1444,2260.151,0
1536.095,1431,2261.318,0
1537.26,1396,2262.483,0
1538.427,3256,2263.649,766
1539.594,1737,2264.816,800
1540.759,2153,2265.981,1497
1541.926,1362,2267.148,1829
1543.091,1665,2268.315,827
1544.257,1438,2269.481,1772
1545.424,1464,2270.647,1076
1546.59,621,2271.813,981
1547.757,608,2272.98,1080
1548.923,601,2274.146,1572
1550.089,319,2275.311,672
1551.255,100,2276.479,0
1552.421,327,2277.645,289
1553.588,654,2278.811,0
1554.754,0,2279.977,0
1555.921,244,2281.143,409
1557.086,495,2282.31,0
1558.253,870,2283.475,261
1559.419,1581,2284.642,497
1560.585,2496,2285.809,427
1561.752,3269,2286.974,112
1562.917,5122,2288.141,0
1564.084,6320,2289.306,0
1565.25,7271,2290.473,0
1566.415,7910,2291.639,424
1567.583,8792,2292.806,0
1568.749,8531,2293.972,215
1569.915,9918,2295.137,0
1571.081,8482,2296.304,0
1572.247,7020,2297.47,0
1573.413,5431,2298.636,0
1574.579,4032,2299.803,0
1575.745,3577,2300.969,1573
1576.912,2315,2302.136,0
1578.078,1615,2303.301,3432
1579.245,1141,2304.467,4633
1580.411,939,2305.635,6507
1581.577,741,2306.8,8522
1582.743,475,2307.966,10233
1583.91,0,2309.132,10074
1585.075,696,2310.3,9596
1586.242,749,2311.465,11550
1587.409,281,2312.631,9667
1588.575,218,2313.797,9068
1589.742,299,2314.963,9084
1590.907,281,2316.13,7103
1592.073,182,2317.298,4959
1593.24,515,2318.463,3459
1594.406,187,2319.629,0
1595.572,241,2320.796,2497
1596.738,151,2321.962,1760
1597.905,0,2323.129,1785
1599.07,226,2324.295,1375
1600.236,413,2325.46,2036
1601.404,276,2326.626,1280
1602.569,259,2327.794,2322
1603.735,0,2328.959,0
1604.905,182,2330.126,0
1606.07,120,2331.292,0
1607.237,0,2332.459,0
1608.404,0,2333.624,0
1609.569,0,2334.79,594
1610.735,305,2335.957,0
1611.901,177,2337.123,0
1613.068,250,2338.289,627
1614.235,110,2339.455,551
1615.401,171,2340.622,693
1616.566,195,2341.788,0
1617.733,0,2342.954,392
1618.899,0,2344.121,0
1620.067,71,2345.286,369
1621.232,48,2346.452,545
1622.398,0,2347.619,443
1623.565,142,2348.786,0
1624.73,95,2349.952,0
1625.896,0,2351.117,0
1627.064,0,2352.284,285
1628.229,0,2353.45,220
1629.395,149,2354.618,0
1630.561,0,2355.782,461
1631.728,101,2356.95,414
1632.893,118,2358.115,377
1634.061,0,2359.282,0
1635.227,22,2360.447,0
1636.393,88,2361.614,0
1637.558,0,2362.779,267
1638.726,348,2363.955,0
1639.89,105,2365.116,319
1641.057,74,2366.282,0
1642.223,0,2367.448,591
1643.389,273,2368.616,0
1644.556,429,2369.781,307
1645.722,86,2370.948,263
1646.889,1218,2372.114,0
1648.054,401,2373.279,469
1649.22,0,2374.446,779
1650.387,524,2375.612,416
1651.554,1930,2376.778,1292
1652.719,209,2377.945,857
1653.887,73,2379.111,534
1655.052,612,2380.277,989
1656.218,216,2381.444,1080
1657.385,569,2382.609,684
1658.551,355,2383.776,470
1659.716,0,2384.943,0
1660.883,281,2386.108,824
1662.05,599,2387.276,0
1663.216,2266,2388.441,530
1664.382,546,2389.607,932
1665.548,469,2390.773,843
1666.714,0,2391.939,489
1667.88,641,2393.107,2345
1669.046,433,2394.273,1166
1670.213,0,2395.44,1153
1671.379,595,2396.605,637
1672.545,885,2397.772,616
1673.711,1000,2398.937,1170
1674.878,1085,2400.104,2012
1676.044,608,2401.271,708
1677.21,369,2402.437,466
1678.377,0,2403.605,509
1679.542,236,2404.77,378
1680.709,469,2405.937,0
1681.875,132,2407.102,522
1683.041,157,2408.268,0
1684.207,246,2409.435,340
1685.374,171,2410.601,569
1686.541,335,2411.768,563
1687.706,128,2412.934,0
1688.873,0,2414.1,796
1690.039,0,2415.266,0
1691.205,155,2416.432,140
1692.371,80,2417.599,274
1693.538,98,2418.764,0
1694.704,0,2419.931,336
1695.869,0,2421.098,0
1697.036,188,2422.263,222
1698.202,0,2423.43,99
1699.368,0,2424.596,0
1700.535,0,2425.763,498
1701.705,0,2426.928,0
1702.87,0,2428.095,0
1704.037,0,2429.261,387
1705.204,163,2430.428,0
1706.369,0,2431.593,0
1707.536,99,2432.76,0
1708.701,0,2433.925,158
1709.868,0,2435.093,566
1711.035,450,2436.258,408
1712.201,0,2437.425,0
1713.368,0,2438.59,54
1714.533,0,2439.757,0
1715.699,0,2440.923,0
1716.866,0,2442.089,0
1718.032,0,2443.255,361
1719.198,0,2444.422,0
1720.364,303,2445.589,0
1721.531,0,2446.755,0
1722.696,83,2447.92,0
1723.863,0,2449.087,0
1725.03,563,2450.253,0
1726.196,442,2451.42,0
1727.361,312,2452.586,0
1728.527,370,2453.752,0
1729.694,158,2454.919,0
1730.861,0,2456.083,0
1732.026,498,2457.251,0
1733.193,538,2458.417,0
1734.36,276,2459.583,0
1735.525,0,2460.748,0
1736.693,0,2461.916,0
1737.858,0,2463.082,0
1739.024,361,2464.248,0
1740.19,160,2465.415,0
1741.357,0,2466.58,0
1742.523,89,2467.747,0
1743.689,240,2468.913,3593
1744.856,555,2470.079,0
1746.022,231,2471.245,1671
1747.187,0,2472.41,0
1748.353,630,2473.577,744
1749.52,348,2474.744,0
1750.686,422,2475.909,1764
1751.853,0,2477.076,0
1753.019,748,2478.242,0
1754.184,1103,2479.408,3016
1755.351,1068,2480.574,1346
1756.518,0,2481.741,1444
1757.684,839,2482.907,1769
1758.85,1147,2484.074,0
1760.016,502,2485.24,0
1761.182,996,2486.406,0
1762.349,1032,2487.573,721
1763.516,682,2488.742,445
1764.682,584,2489.909,0
1765.848,1166,2491.076,0
1767.015,960,2492.242,406
1768.182,691,2493.407,0
1769.347,716,2494.574,0
1770.513,394,2495.74,40
1771.68,0,2496.906,0
1772.845,0,2498.073,0
1773.376,0,2499.238,0
1774.145,0,2500.405,0
1775.311,112,2501.571,0
1776.477,0,2502.737,0
1777.643,384,2503.904,477
1778.809,0,2505.069,145
1779.976,510,2506.235,836
1781.142,225,2507.402,236
1782.308,0,2508.569,0
1783.474,483,2509.735,186
1784.641,0,2510.901,0
1785.807,0,2512.066,0
1786.973,163,2513.233,0
1788.139,0,2514.399,0
1789.306,608,2515.567,0
1790.472,0,2516.732,0
1791.637,0,2517.899,0
1792.805,0,2519.065,0
1793.971,0,2520.231,0
1795.137,325,2521.397,309
1796.303,0,2522.564,0
1797.469,408,2523.729,0
1798.635,0,2524.897,0
1799.801,0,2526.063,0
1800.967,0,2527.229,0
1802.134,666,2528.395,0
1803.301,279,2529.561,0
1804.467,328,2530.727,0
1805.632,304,2531.894,0
1806.799,0,2533.059,220
1807.965,0,2534.227,0
1809.132,0,2535.393,179
1810.298,121,2536.558,0
1811.465,0,2537.726,0
1812.63,0,2538.894,85
1813.797,0,2540.059,373
1814.963,454,2541.225,0
1816.129,0,2542.392,283
1817.296,0,2543.558,0
1818.461,451,2544.724,0
1819.627,282,2545.891,382
1820.793,537,2547.061,267
1821.961,0,2548.227,375
1823.125,234,2549.393,567
1824.292,205,2550.56,249
1825.46,503,2551.726,0
1826.624,0,2552.893,10
1827.79,0,2554.058,57
1828.957,335,2555.225,0
1830.123,830,2556.39,0
1831.29,60,2557.557,0
1832.456,177,2558.724,0
1833.622,0,2559.889,403
1834.789,0,2561.056,579
1835.955,290,2562.222,939
1837.12,0,2563.388,331
1838.287,69,2564.554,1103
1839.454,91,2565.726,615
1840.619,0,2566.888,582
1841.785,259,2568.054,541
1842.953,0,2569.22,0
1844.118,0,2570.386,761
1845.285,364,2571.552,542
1846.451,0,2572.719,534
1847.616,0,2573.887,274
1848.783,0,2575.051,765
1849.95,0,2576.218,0
1851.115,159,2577.384,389
1852.283,270,2578.551,481
1853.448,0,2579.717,358
1854.614,0,2580.883,446
1855.78,0,2582.049,237
1856.947,0,2583.216,171
1858.112,0,2584.382,782
1859.282,134,2585.548,326
1860.445,256,2586.714,330
1861.611,124,2587.881,522
1862.777,0,2589.046,114
1863.943,0,2590.213,0
1865.11,36,2591.38,0
1866.276,196,2592.546,0
1867.442,350,2593.712,249
1868.608,0,2594.879,424
1869.776,0,2596.046,0
1870.941,0,2597.212,0
1872.109,244,2598.378,240
1873.273,0,2599.544,0
1874.441,316,2600.71,199
1875.606,0,2601.876,581
1876.772,59,2603.042,542
1877.94,246,2604.209,617
1879.104,239,2605.376,0
1880.271,173,2606.541,0
1881.437,0,2607.707,0
1882.604,55,2608.874,0
1883.771,0,2610.041,1016
1884.936,119,2611.207,1032
1886.101,433,2612.373,251
1887.269,0,2613.539,914
1888.434,0,2614.704,306
1889.6,0,2615.87,0
1890.767,0,2617.037,606
1891.934,0,2618.204,81
1893.099,576,2619.37,0
1894.266,0,2620.536,118
1895.431,0,2621.703,0
1896.597,0,2622.869,0
1897.764,0,2624.035,0
1898.932,0,2625.202,253
1900.097,0,2626.369,0
1901.263,0,2627.535,0
1902.429,950,2628.701,366
1903.596,0,2629.866,105
1904.762,963,2631.032,0
1905.928,1060,2632.199,0
1907.095,1690,2633.366,0
1908.261,770,2634.533,444
1909.427,0,2635.698,254
1910.594,810,2636.864,309
1911.759,1146,2638.031,0
1912.925,1203,2639.196,0
1914.091,1497,2640.363,1686
1915.257,1379,2641.529,0
1916.424,1898,2642.695,0
1917.591,2310,2643.862,0
1918.757,4061,2645.028,0
1919.923,4099,2646.195,0
1921.09,4193,2647.36,497
1922.256,4499,2648.527,0
1923.421,4880,2649.694,0
1924.587,5644,2650.86,0
1925.754,5342,2652.027,0
1926.919,5509,2653.193,0
1928.086,3977,2654.358,0
1929.253,3100,2655.525,0
1930.419,2285,2656.691,0
1931.585,2077,2657.858,0
1932.751,1238,2659.023,0
1933.918,1106,2660.19,0
1935.083,706,2661.355,0
1936.251,263,2662.522,0
1937.416,329,2663.688,6257
1938.583,328,2664.854,5089
1939.75,574,2666.022,5116
1940.915,310,2667.187,4812
1942.083,187,2668.353,4366
1943.248,0,2669.521,3270
1944.414,138,2670.689,3631
1945.582,187,2671.852,3369
1946.747,104,2673.018,3296
1947.913,0,2674.185,3908
1949.079,0,2675.352,1181
1950.245,0,2676.518,2562
1951.412,0,2677.684,1587
1952.578,160,2678.85,3520
1953.745,181,2680.017,1782
1954.912,279,2681.182,0
1956.076,200,2682.349,881
1957.243,219,2683.515,988
1958.409,125,2684.681,0
1959.575,401,2685.847,1157
1960.741,283,2687.014,949
1961.908,486,2688.18,831
1963.074,0,2689.346,1070
1964.24,628,2690.512,965
1965.406,498,2691.679,1989
1966.573,509,2692.845,1722
1967.738,735,2694.012,1880
1968.905,862,2695.177,0
1970.072,325,2696.345,1472
1971.238,529,2697.51,1976
1972.404,0,2698.676,1906
1973.57,268,2699.842,1096
1974.735,430,2701.009,805
1975.902,245,2702.176,626
1977.068,249,2703.342,763
1978.235,46,2704.508,549
1979.402,249,2705.675,576
1980.567,0,2706.84,0
1981.734,72,2708.008,561
1982.9,0,2709.174,166
1984.065,435,2710.339,1002
1985.233,0,2711.507,534
1986.399,474,2712.672,0
1987.565,320,2713.838,530
1988.732,214,2715.005,415
1989.897,0,2716.171,0
1991.063,0,2717.338,0
1992.231,434,2718.503,0
1993.396,402,2719.67,0
1994.562,0,2720.836,200
1995.728,0,2722.002,0
1996.894,493,2723.168,830
1998.061,478,2724.334,0
1999.226,0,2725.5,664
2000.394,0,2726.666,0
2001.559,651,2727.834,84
2002.727,566,2728.999,354
2003.892,402,2730.166,0
2005.06,409,2731.332,392
2006.226,278,2732.498,0
2007.392,352,2733.664,0
2008.558,0,2734.83,327
2009.723,0,2735.998,0
2010.89,0,2737.162,266
2012.058,0,2738.329,0
2013.223,0,2739.495,0
2014.39,262,2740.661,1095
2015.557,0,2741.827,252
2016.722,0,2742.994,752
2017.889,0,2744.16,404
2019.057,0,2745.326,170
2020.222,0,2746.492,0
2021.389,0,2747.659,157
2022.556,0,2748.825,487
2023.722,0,2749.992,0
2024.887,0,2751.157,206
2026.053,0,2752.324,537
2027.22,0,2753.49,0
2028.386,1326,2754.656,178
2029.552,0,2755.822,0
2030.719,0,2756.989,348
2031.885,0,2758.154,0
2033.051,0,2759.321,787
2034.217,0,2760.487,0
2035.384,0,2761.654,1103
2036.55,416,2762.82,0
2037.716,0,2763.987,1480
2038.883,168,2765.152,2788
2040.049,0,2766.318,1066
2041.215,0,2767.485,1223
2042.381,0,2768.651,1397
2043.547,0,2769.816,1286
2044.714,494,2770.983,1574
2045.88,531,2772.149,1071
2047.046,560,2773.316,0
2048.212,0,2774.482,573
2049.379,349,2775.648,0
2050.544,0,2776.815,0
2051.712,482,2777.98,595
2052.877,258,2779.146,671
2054.045,604,2780.314,0
2055.21,0,2781.479,0
2056.376,143,2782.646,1185
2057.544,102,2783.812,0
2058.71,0,2784.978,0
2059.876,0,2786.145,455
2061.042,387,2787.312,349
2062.208,334,2788.478,0
2063.374,415,2789.644,489
2064.541,353,2790.81,337
2065.706,221,2791.976,0
2066.872,102,2793.142,0
2068.039,86,2794.308,0
2069.207,0,2795.475,0
2070.373,111,2796.641,177
2071.542,0,2797.807,0
2072.709,878,2798.974,151
2073.874,727,2800.14,0
2075.041,249,2801.306,374
2076.207,1510,2802.473,0
2077.372,0,2803.638,173
2078.539,0,2804.805,0
2079.705,0,2805.971,0
2080.872,643,2807.138,0
2082.038,438,2808.303,0
2083.205,0,2809.47,163
2084.371,0,2810.636,0
2085.538,645,2811.803,302
2086.703,305,2812.968,0
2087.869,0,2814.136,0
2089.035,0,2815.301,0
2090.203,0,2816.468,0
2091.369,320,2817.633,0
2092.536,272,2818.8,112
2093.702,81,2819.966,0
2094.868,0,2821.132,0
2096.035,0,2822.299,452
2097.2,0,2823.465,723
2098.367,0,2824.632,0
2099.534,0,2825.797,459
2100.7,367,2826.963,0
2101.866,0,2828.13,329
2103.031,0,2829.295,0
2104.198,151,2830.462,0
2105.364,203,2831.628,413
2106.53,568,2832.795,269
2107.696,0,2833.96,0
2108.863,148,2835.127,343
2110.029,11,2836.293,472
2111.195,0,2837.459,698
2112.361,0,2838.625,0
2113.528,78,2839.791,276
2114.694,0,2840.957,697
2115.861,265,2842.124,0
2117.027,0,2843.29,626
2118.192,82,2844.457,246
2119.358,0,2845.623,0
2120.524,0,2846.789,364
2121.691,110,2847.956,65
2122.857,273,2849.121,47
2124.024,115,2850.288,206
2125.19,0,2851.454,735
2126.356,0,2852.621,0
2127.523,119,2853.786,0
2128.688,288,2854.954,320
2129.855,292,2856.119,965
2131.021,699,2857.285,0
2132.188,1231,2858.451,280
2133.354,1711,2859.618,850
2134.52,1815,2860.784,510
2135.686,2339,2861.951,906
2136.852,3625,2863.116,0
2138.019,4963,2864.283,0
2139.185,5097,2865.448,0
2140.35,4203,2866.615,0
2141.517,5876,2867.781,0
2142.684,7645,2868.947,0
2143.85,8972,2870.114,0
2145.017,7309,2871.281,121
2146.182,8641,2872.446,485
2147.348,5911,2873.612,73
2148.515,5066,2874.779,0
2149.68,4690,2875.945,0
2150.848,3171,2877.112,347
2152.014,2131,2878.278,0
2153.179,2216,2879.443,0
2154.345,1297,2880.609,708
2155.511,727,2881.776,0
2156.679,863,2882.942,149
2157.845,757,2884.108,0
2159.011,418,2885.276,0
2160.178,588,2886.44,0
2161.343,274,2887.606,0
2162.51,492,2888.773,0
2163.677,0,2889.94,0
2164.842,423,2891.106,0
2166.009,277,2892.272,0
2167.175,0,2893.439,657
2168.341,188,2894.604,0
2169.507,355,2895.771,0
2170.679,0,2896.937,0
2171.845,0,2898.103,233
2173.011,0,2899.27,0
2174.177,305,2900.436,0
2175.343,118,2901.602,0
2176.51,115,2902.768,0
2177.675,0,2903.935,0
2178.844,89,2905.103,0
2180.009,56,2906.267,0
2181.174,0,2907.434,0
2182.341,0,2908.6,0
2183.508,181,2909.766,0
2184.673,32,2910.932,250
2185.84,0,2912.099,0
2187.007,278,2913.265,0
2188.171,237,2914.432,0
2189.338,0,2915.598,370
2190.504,294,2916.763,312
2191.67,210,2917.931,324
2192.837,393,2919.096,0
2194.003,117,2920.262,0
2195.169,0,2921.429,0
2196.336,367,2922.595,997
2197.502,269,2923.762,0
2198.668,343,2924.927,0
2199.835,254,2926.094,0
2201.001,621,2927.26,322
2202.167,1646,2928.426,0
2203.333,418,2929.592,362
2204.5,644,2930.758,0
2205.666,0,2931.925,0
2206.832,392,2933.09,0
2207.997,700,2934.258,0
2209.163,523,2935.423,0
2210.331,698,2936.59,274
2211.496,153,2937.755,0
2212.663,0,2938.922,937
2213.829,370,2940.089,0
2214.995,84,2941.254,0
2216.161,0,2942.421,0
2217.329,318,2943.586,0
2218.495,430,2944.753,597
2219.661,0,2945.92,200
2220.827,0,2947.086,304
2221.993,0,2948.252,0
2223.159,0,2949.419,0
2224.326,84,2950.584,0
2225.491,333,2951.75,0
2226.657,0,2952.917,482
2227.823,0,2954.083,414
2228.99,0,2955.249,0
2230.157,135,2956.415,381
2231.324,0,2957.582,0
2232.489,0,2958.747,0
2233.656,0,2959.914,0
2234.822,0,2961.081,599
2235.988,0,2962.246,0
2237.154,0,2963.414,0
2238.32,0,2964.579,0
2239.487,0,2965.745,370
2240.653,0,2966.911,0
2241.819,0,2968.077,0
2242.986,0,2969.244,0
2244.152,0,2970.411,0
2245.318,0,2971.576,0
2246.485,0,2972.744,752
2247.651,0,2973.909,0
2248.817,0,2975.076,0
2249.983,0,2976.246,0
2251.149,184,2977.412,0
2252.316,0,2978.58,538
2253.482,140,2979.745,0
2254.648,0,2980.911,0
2255.819,0,2982.078,637
2256.981,337,2983.244,0
2258.147,0,2984.41,0
2259.313,232,2985.576,0
2260.479,396,2986.742,1057
2261.645,408,2987.908,0
2262.812,124,2989.075,616
2263.977,355,2990.242,595
2265.145,164,2991.408,0
2266.311,0,2992.574,634
2267.476,647,2993.741,0
2268.642,91,2994.907,280
2269.81,0,2996.073,0
2270.975,0,2997.241,420
2272.141,186,2998.405,0
2273.307,189,2999.572,0
2274.475,190,3000.738,196
2275.64,776,3001.904,0
2276.807,0,3003.07,438
2277.972,0,3004.237,0
2279.138,124,3005.403,217
2280.305,135,3006.57,197
2281.47,236,3007.737,0
2282.637,57,3008.902,0
2283.803,251,3010.068,302
2284.969,345,3011.234,0
2286.136,99,3012.401,0
2287.302,211,3013.567,0
2288.468,209,3014.733,0
2289.634,0,3015.899,293
2290.802,0,3017.067,0
2291.967,143,3018.232,225
2293.133,0,3019.398,0
2294.299,371,3020.564,0
2295.465,123,3021.73,106
2296.632,0,3022.897,0
2297.799,115,3024.063,0
2298.964,130,3025.231,0
2300.131,239,3026.397,435
2301.297,55,3027.563,220
2302.463,0,3028.729,104
2303.63,0,3029.897,25
2304.796,314,3031.062,204
2305.962,245,3032.228,207
2307.128,0,3033.394,229
2308.295,0,3034.561,0
2309.463,0,3035.727,197
2310.628,201,3036.894,0
2311.795,354,3038.06,0
2312.961,0,3039.226,0
2314.127,278,3040.392,1196
2315.293,0,3041.558,0
2316.46,0,3042.724,0
2317.626,180,3043.891,887
2318.793,325,3045.057,637
2319.959,214,3046.223,0
2321.125,0,3047.39,791
2322.292,942,3048.555,0
2323.459,0,3049.721,813
2324.624,49,3050.889,904
2325.793,83,3052.06,1395
2326.959,0,3053.226,832
2328.125,275,3054.393,466
2329.291,145,3055.56,481
2330.458,188,3056.725,774
2331.623,169,3057.891,424
2332.789,115,3059.058,0
2333.956,33,3060.223,326
2335.123,70,3061.394,418
2336.289,96,3062.559,328
2337.456,119,3063.726,332
2338.622,110,3064.891,0
2339.789,10,3066.058,309
2340.955,0,3067.224,276
2342.122,139,3068.391,175
2343.288,42,3069.556,823
2344.454,19,3070.724,0
2345.621,145,3071.888,594
2346.786,0,3073.056,77
2347.953,0,3074.221,0
2349.118,0,3075.388,181
2350.286,757,3076.554,365
2351.451,983,3077.721,228
2352.617,1732,3078.888,365
2353.784,0,3080.053,0
2354.951,0,3081.22,378
2356.117,1936,3082.386,371
2357.294,2146,3083.552,427
2358.461,2689,3084.718,439
2359.626,2275,3085.885,329
2360.793,3416,3087.051,0
2361.959,1948,3088.217,1196
2363.126,0,3089.385,1445
2364.292,1867,3090.55,1749
2365.458,1287,3091.717,2343
2366.627,0,3092.884,0
2367.791,0,3094.049,3526
2368.957,547,3095.215,4380
2370.124,788,3096.381,0
2371.29,528,3097.548,0
2372.456,407,3098.717,0
2373.623,422,3099.881,5119
2374.788,793,3101.046,0
2375.955,484,3102.213,2813
2377.122,399,3103.379,2958
2378.289,0,3104.545,1755
2379.454,814,3105.712,0
2380.62,917,3106.879,0
2381.787,637,3108.044,876
2382.952,620,3109.213,942
2384.119,945,3110.379,928
2385.285,482,3111.544,629
2386.451,508,3112.71,0
2387.617,948,3113.878,228
2388.783,489,3115.044,0
2389.949,302,3116.209,366
2391.116,687,3117.376,138
2392.282,1477,3118.542,0
2393.449,1123,3119.709,0
2394.617,821,3120.875,198
2395.783,1237,3122.04,240
2396.948,1415,3123.207,0
2398.114,1606,3124.374,107
2399.281,1570,3125.539,0
2400.447,1042,3126.705,119
2401.613,1436,3127.873,143
2402.78,1094,3129.038,251
2403.946,896,3130.205,420
2405.113,692,3131.371,109
2406.278,709,3132.537,0
2407.444,364,3133.702,210
2408.61,405,3134.87,374
2409.777,0,3136.036,0
2410.942,56,3137.202,0
2412.108,205,3138.368,255
2413.276,133,3139.535,102
2414.441,0,3140.7,73
2415.607,200,3141.867,357
2416.774,299,3143.032,331
2417.94,0,3144.199,442
2419.107,67,3145.365,1044
2420.274,0,3146.531,240
2421.44,153,3147.698,0
2422.606,83,3148.864,166
2423.772,0,3150.03,78
2424.937,0,3151.197,0
2426.103,51,3152.363,0
2427.269,0,3153.529,232
2428.437,23,3154.696,50
2429.603,96,3155.862,258
2430.769,74,3157.027,0
2431.934,128,3158.194,190
2433.101,0,3159.361,69
2434.267,349,3160.527,0
2435.434,429,3161.693,0
2436.599,0,3162.858,239
2437.766,0,3164.025,0
2438.932,235,3165.191,0
2440.098,0,3166.358,61
2441.264,293,3167.524,0
2442.431,36,3168.69,0
2443.597,0,3169.857,0
2444.764,158,3171.022,165
2445.929,291,3172.19,45
2447.096,0,3173.354,37
2448.262,331,3174.521,304
2449.429,0,3175.688,58
2450.595,0,3176.854,128
2451.761,0,3178.02,96
2452.927,0,3179.185,0
2454.093,0,3179.716,258
2455.26,1226,3180.497,130
2456.425,0,3181.684,172
2457.592,1511,3182.851,0
2458.758,0,3184.017,0
2459.925,0,3185.183,0
2461.09,1484,3186.349,121
2462.257,0,3187.515,427
2463.423,0,3188.681,0
2464.588,0,3189.848,0
2465.756,1133,3191.015,253
2466.921,2525,3192.18,0
2468.088,1416,3193.347,265
2469.254,0,3194.513,194
2470.42,0,3195.679,0
2471.587,1752,3196.846,130
2472.753,915,3198.012,0
2473.92,0,3199.177,294
2475.085,730,3200.345,202
2476.252,0,3201.51,269
2477.419,520,3202.676,0
2478.586,1128,3203.842,185
2479.752,561,3205.009,99
2480.919,0,3206.175,0
2482.084,0,3207.342,180
2483.251,473,3208.508,0
2484.418,958,3209.673,201
2485.583,0,3210.84,106
2486.75,431,3212.007,723
2487.917,0,3213.172,51
2489.082,0,3214.339,254
2490.248,0,3215.504,0
2491.414,0,3216.672,0
2492.581,259,3217.837,0
2493.746,0,3219.003,0
2494.913,0,3220.17,0
2496.079,0,3221.337,294
2497.246,0,3222.504,204
2498.411,228,3223.668,0
2499.577,0,3224.835,467
2500.745,0,3226.001,445
2501.911,70,3227.167,782
2503.077,215,3228.334,1188
2504.244,0,3229.5,682
2505.409,179,3230.667,0
2506.575,0,3231.832,0
2507.742,46,3232.999,507
2508.907,627,3234.165,1077
2510.079,266,3235.331,542
2511.245,0,3236.497,628
2512.411,124,3237.664,249
2513.577,0,3238.831,838
2514.745,416,3239.996,689
2515.91,0,3241.163,467
2517.077,368,3242.329,492
2518.244,0,3243.496,271
2519.41,128,3244.662,0
2520.576,121,3245.828,521
2521.742,163,3246.994,433
2522.908,0,3248.16,298
2524.075,138,3249.327,0
2525.241,0,3250.493,0
2526.408,0,3251.659,0
2527.574,109,3252.826,783
2528.74,0,3253.991,0
2529.907,0,3255.158,0
2531.073,73,3256.323,0
2532.24,0,3257.49,553
2533.405,198,3258.656,0
2534.573,101,3259.824,0
2535.738,0,3260.989,0
