Ecoli time (s),Ecoli Intensity,S. typhimurium time (s),S. typhimurium Intensity
4977.435,0,5298.922,0
4977.564,0,5299.047,123
4977.69,0,5299.175,0
4977.819,0,5299.301,0
4977.944,78,5299.429,0
4978.072,0,5299.555,0
4978.198,144,5299.683,0
4978.317,0,5299.811,0
4978.445,0,5299.931,58
4978.574,0,5300.059,0
4978.701,106,5300.185,0
4978.828,0,5300.742,0
4978.953,0,5300.872,0
4979.08,0,5300.997,0
4979.209,71,5301.124,0
4979.335,0,5301.246,0
4979.463,0,5301.371,0
4979.586,85,5301.496,0
4979.714,0,5301.617,178
4979.843,99,5301.737,0
4979.971,0,5301.86,0
4980.097,0,5301.988,115
4980.221,0,5302.113,0
4980.347,0,5302.237,0
4980.469,0,5302.358,0
4980.598,126,5302.481,0
4980.721,0,5302.602,125
4981.28,0,5302.728,0
4981.407,0,5302.853,0
4981.536,0,5302.979,0
4981.666,0,5303.1,110
4981.791,0,5303.226,0
4981.915,0,5303.354,0
4982.042,0,5303.476,0
4982.168,0,5303.601,0
4982.296,49,5303.727,0
4982.425,0,5303.855,0
4982.556,0,5303.985,85
4982.682,0,5304.107,0
4982.809,0,5304.23,0
4982.939,11,5304.358,0
4983.064,112,5304.485,0
4983.194,0,5304.616,0
4983.319,30,5304.74,0
4983.445,0,5304.869,132
4983.574,0,5304.997,0
4983.696,22,5305.118,102
4983.825,62,5305.246,0
4983.95,0,5305.372,0
4984.078,0,5305.494,0
4984.207,223,5305.622,0
4984.332,0,5305.747,0
4984.455,0,5305.874,0
4984.582,172,5306.002,0
4984.71,0,5306.124,0
4984.838,0,5306.247,0
4984.962,0,5306.371,0
4985.091,0,5306.505,0
4985.217,0,5306.632,0
4985.347,133,5306.756,0
4985.472,0,5306.878,0
4985.597,192,5307,0
4985.725,0,5307.13,0
4985.852,0,5307.259,0
4985.976,0,5307.386,0
4986.104,0,5307.513,0
4986.233,0,5307.641,0
4986.358,62,5307.768,0
4986.486,0,5307.894,0
4986.608,0,5308.02,0
4986.737,0,5308.147,0
4986.863,0,5308.274,0
4986.988,0,5308.826,75
4987.11,179,5309.357,0
4987.237,101,5309.483,0
4987.368,0,5309.607,0
4987.496,0,5309.729,0
4987.617,0,5309.859,0
4987.742,0,5309.98,0
4987.868,140,5310.104,0
4987.994,0,5310.233,0
4988.119,0,5310.358,0
4988.243,0,5310.481,0
4988.369,50,5310.602,0
4988.492,0,5310.732,0
4988.62,0,5310.86,0
4988.74,0,5310.984,0
4988.864,0,5311.117,0
4988.992,0,5311.243,0
4989.12,0,5311.37,0
4989.249,0,5311.499,0
4989.805,0,5311.621,0
4989.934,160,5311.749,392
4990.059,76,5311.874,84
4990.189,0,5312.002,0
4990.314,0,5312.125,71
4990.436,0,5312.254,0
4990.557,0,5312.38,125
4990.683,0,5312.509,0
4990.802,0,5312.629,0
4990.929,95,5312.755,106
4991.051,105,5312.882,0
4991.175,62,5313.003,184
4991.299,0,5313.129,86
4991.424,0,5313.254,0
4991.55,0,5313.383,75
4991.671,0,5313.508,0
4991.801,69,5313.632,124
4991.923,0,5313.757,0
4992.051,0,5313.878,0
4992.179,0,5314.002,0
4992.304,0,5314.126,0
4992.432,0,5314.258,0
4992.553,0,5314.381,114
4992.675,0,5314.505,0
4992.803,0,5314.632,61
4992.928,0,5314.761,0
4993.051,0,5314.892,0
4993.17,0,5315.018,0
4993.296,0,5315.144,61
4993.423,0,5315.273,0
4993.542,0,5315.399,0
4993.665,69,5315.523,0
4993.785,0,5315.645,0
4994.341,9,5315.766,0
4994.871,0,5315.893,0
4994.999,0,5316.022,0
4995.122,0,5316.151,86
4995.246,0,5316.274,0
4995.374,265,5316.395,0
4995.499,0,5316.524,96
4995.623,0,5316.652,0
4995.75,0,5316.776,0
4995.877,0,5316.899,0
4996.005,0,5317.023,0
4996.131,13,5317.152,0
4996.469,0,5317.277,0
4996.999,110,5317.404,61
4997.119,0,5317.522,0
4997.244,0,5317.759,0
4997.371,0,5318.288,91
4997.493,0,5318.416,0
4997.618,0,5318.546,100
4997.741,0,5318.666,0
4997.869,0,5318.793,0
4997.999,74,5318.92,0
4998.118,0,5319.05,0
4998.239,0,5319.178,0
4998.365,50,5319.304,0
4998.494,0,5319.433,0
4998.62,0,5319.562,0
4998.745,107,5319.685,0
4998.866,69,5319.816,0
4998.99,0,5319.941,0
4999.116,0,5320.067,0
4999.247,147,5320.19,0
4999.366,0,5320.318,0
4999.494,0,5320.441,0
4999.616,97,5320.568,0
4999.744,0,5320.693,0
4999.874,0,5320.823,0
4999.996,22,5320.953,0
5000.123,0,5321.082,0
5000.244,0,5321.208,0
5000.372,0,5321.332,95
5000.494,0,5321.458,0
5000.616,0,5321.588,0
5000.742,0,5321.716,0
5000.868,0,5321.843,0
5000.988,0,5321.967,0
5001.113,0,5322.091,89
5001.234,0,5322.213,0
5001.361,0,5322.343,10
5001.486,0,5322.47,0
5001.607,0,5322.597,143
5001.732,0,5322.72,56
5001.86,0,5322.847,92
5001.985,0,5322.975,0
5002.108,0,5323.1,28
5002.235,64,5323.227,0
5002.365,0,5323.353,0
5002.489,126,5323.48,0
5002.608,0,5323.607,0
5002.73,0,5323.729,0
5002.854,87,5323.856,0
5002.978,0,5323.98,0
5003.102,0,5324.11,0
5003.224,0,5324.238,0
5003.35,0,5324.793,0
5003.475,0,5324.919,0
5003.603,0,5325.045,135
5003.722,0,5325.168,0
5003.85,0,5325.298,0
5003.973,9,5325.426,0
5004.098,0,5325.553,40
5004.226,0,5325.682,0
5004.351,100,5325.81,0
5004.471,0,5325.938,0
5004.596,0,5326.059,0
5004.719,0,5326.188,129
5004.843,0,5326.316,0
5004.967,0,5326.444,0
5005.083,0,5326.572,0
5005.207,0,5326.697,225
5005.327,0,5326.823,0
5005.451,0,5326.946,0
5005.579,0,5327.074,0
5005.701,82,5327.204,239
5005.824,0,5327.323,0
5005.95,0,5327.449,0
5006.075,0,5327.577,0
5006.199,0,5327.704,0
5006.319,0,5327.827,83
5006.444,0,5327.952,0
5006.565,0,5328.073,80
5006.69,0,5328.196,59
5006.814,0,5328.323,99
5006.932,0,5328.447,0
5007.053,0,5328.574,0
5007.179,0,5328.699,124
5007.305,0,5328.827,0
5007.427,0,5328.949,0
5007.552,0,5329.08,103
5007.676,0,5329.206,135
5007.796,0,5329.334,0
5007.917,0,5329.457,0
5008.038,0,5329.581,0
5008.164,0,5329.708,266
5008.284,0,5329.834,0
5008.406,0,5329.959,134
5008.531,0,5330.08,0
5008.65,158,5330.206,70
5008.769,0,5330.336,0
5008.895,0,5330.463,0
5009.014,0,5330.588,0
5009.14,0,5330.71,0
5009.26,91,5330.838,0
5009.381,0,5330.966,0
5009.499,0,5331.087,130
5009.622,0,5331.214,105
5009.75,0,5331.34,0
5009.869,0,5331.466,0
5009.988,0,5331.593,0
5010.107,50,5331.717,109
5010.233,0,5331.845,0
5010.361,0,5331.97,0
5010.484,33,5332.098,0
5010.604,0,5332.225,132
5010.727,0,5332.352,0
5010.849,0,5332.48,0
5010.971,0,5332.608,0
5011.089,0,5332.733,0
5011.209,0,5332.859,108
5011.327,0,5333.304,0
5011.449,0,5333.834,9
5011.572,0,5333.957,0
5011.689,0,5334.082,117
5011.809,0,5334.214,0
5011.934,0,5334.333,0
5012.054,0,5334.46,0
5012.179,0,5334.583,0
5012.304,0,5334.71,0
5012.429,0,5334.832,0
5012.549,93,5334.959,0
5012.672,0,5335.084,0
5012.797,0,5335.21,80
5012.922,0,5335.337,0
5013.043,0,5335.462,0
5013.168,111,5335.584,0
5013.291,0,5335.711,0
5013.419,0,5335.837,0
5013.539,0,5335.963,0
5013.659,0,5336.093,0
5014.209,0,5336.213,0
5014.739,0,5336.34,0
5014.867,0,5336.465,0
5014.995,0,5336.589,121
5015.118,122,5336.716,0
5015.237,0,5336.835,19
5015.36,0,5336.959,0
5015.485,0,5337.086,0
5015.602,208,5337.211,0
5015.724,0,5337.342,0
5015.847,0,5337.466,0
5015.967,0,5337.591,0
5016.092,123,5337.718,27
5016.21,0,5337.844,98
5016.337,0,5337.973,0
5016.461,0,5338.099,0
5016.588,0,5338.222,0
5016.715,0,5338.35,0
5016.842,0,5338.479,0
5016.966,0,5338.606,224
5017.086,189,5338.733,13
5017.21,0,5338.857,0
5017.337,0,5339.303,0
5017.46,0,5339.835,0
5017.58,0,5339.958,0
5017.706,0,5340.078,0
5017.832,0,5340.204,0
5017.957,0,5340.331,110
5018.077,0,5340.455,0
5018.203,0,5340.577,0
5018.322,80,5340.705,0
5018.445,0,5340.834,0
5018.573,0,5340.963,0
5018.697,0,5341.097,0
5018.824,0,5341.222,0
5018.947,0,5341.348,0
5019.075,0,5341.472,0
5019.197,0,5341.597,0
5019.325,0,5342.152,129
5019.452,0,5342.281,0
5019.573,0,5342.409,0
5019.7,0,5342.532,0
5019.831,0,5342.658,0
5019.956,0,5342.782,0
5020.074,0,5342.908,0
5020.196,104,5343.029,109
5020.316,0,5343.158,0
5020.445,0,5343.283,121
5020.572,0,5343.41,12
5020.701,0,5343.533,0
5021.255,0,5343.653,0
5021.787,0,5343.78,0
5021.912,0,5343.908,0
5022.037,0,5344.034,0
5022.163,0,5344.164,86
5022.283,0,5344.286,0
5022.404,0,5344.408,0
5022.528,94,5344.53,0
5022.648,0,5344.652,0
5022.771,0,5344.781,0
5022.894,0,5344.905,81
5023.023,0,5345.034,0
5023.469,0,5345.163,0
5024,0,5345.288,0
5024.121,0,5345.416,33
5024.249,0,5345.543,0
5024.377,128,5345.669,0
5024.503,0,5345.798,75
5024.633,128,5345.926,0
5024.755,0,5346.056,277
5024.882,0,5346.187,0
5025.009,0,5346.317,0
5025.14,0,5346.446,154
5025.26,0,5346.575,279
5025.386,0,5346.708,178
5025.511,0,5346.836,130
5025.634,0,5346.969,0
5025.757,0,5347.097,0
5025.883,0,5347.653,58
5026.003,0,5348.501,246
5026.13,0,5349.454,0
5026.254,0,5350.303,0
5026.378,149,5350.834,435
5026.498,0,5350.969,102
5026.618,0,5351.107,0
5026.738,126,5351.239,327
5026.862,0,5351.372,301
5026.994,0,5351.507,360
5027.12,105,5351.638,341
5027.234,0,5351.774,0
5027.358,0,5351.908,416
5027.485,0,5352.043,234
5027.616,0,5352.174,234
5027.743,96,5352.306,191
5027.862,0,5352.439,0
5027.982,0,5352.579,0
5028.106,0,5352.711,171
5028.23,175,5352.842,97
5028.357,0,5352.973,297
5028.475,0,5353.107,0
5028.602,0,5353.237,0
5028.727,0,5353.361,443
5028.854,0,5353.496,155
5028.98,0,5353.628,0
5029.109,0,5353.762,0
5029.23,0,5354.326,374
5029.358,0,5354.856,342
5029.479,0,5354.989,125
5029.601,0,5355.448,681
5029.728,118,5355.978,456
5029.854,0,5356.112,0
5029.983,0,5356.242,0
5030.116,0,5356.377,0
5030.234,0,5356.509,73
5030.357,0,5356.644,325
5030.48,0,5356.781,376
5030.607,0,5356.916,240
5030.736,0,5357.264,343
5030.862,0,5357.397,122
5030.99,0,5357.531,0
5031.115,0,5357.663,112
5031.239,0,5357.798,281
5031.365,0,5357.931,0
5031.487,0,5358.063,303
5031.614,0,5358.198,0
5031.741,11,5358.333,0
5031.867,0,5358.458,0
5031.995,147,5358.587,112
5032.122,0,5358.716,129
5032.25,67,5358.852,894
5032.377,0,5358.983,154
5032.503,130,5359.112,0
5032.629,0,5359.242,70
5032.749,0,5359.369,78
5032.875,0,5359.502,214
5033.002,0,5359.632,110
5033.13,0,5359.763,79
5033.257,0,5359.893,0
5033.383,0,5360.021,0
5033.503,0,5360.261,0
5033.625,49,5360.394,66
5033.752,0,5360.521,87
5033.883,0,5360.652,282
5034.003,0,5360.782,290
5034.126,0,5360.918,45
5034.253,139,5361.049,142
5034.379,0,5361.178,120
5034.505,0,5361.309,469
5034.632,0,5361.438,0
5034.756,0,5361.571,9
5034.878,0,5361.703,0
5035.002,0,5361.834,0
5035.134,0,5361.968,0
5035.259,0,5362.099,171
5035.379,0,5362.229,0
5035.501,0,5362.359,141
5035.627,0,5362.487,129
5035.751,0,5362.613,0
5035.876,117,5362.737,460
5036.002,0,5362.865,241
5036.122,0,5362.99,93
5036.251,0,5363.119,0
5036.377,0,5363.251,156
5036.497,0,5363.382,0
5036.618,0,5363.514,0
5036.739,0,5363.642,255
5036.862,84,5363.771,96
5036.994,79,5363.902,137
5037.114,0,5364.032,0
5037.235,59,5364.164,0
5037.361,9,5364.289,104
5037.487,0,5364.42,0
5037.615,0,5364.551,159
5037.733,0,5364.677,228
5037.855,0,5364.804,0
5037.979,21,5364.936,141
5038.105,0,5365.063,289
5038.554,0,5365.193,148
5039.083,0,5365.325,191
5039.204,133,5365.453,222
5039.328,0,5365.583,82
5039.454,0,5365.71,0
5039.579,0,5365.839,0
5039.7,0,5365.969,177
5039.827,0,5366.099,101
5039.954,125,5366.659,0
5040.082,0,5367.189,200
5040.208,0,5367.313,0
5040.329,0,5367.443,0
5040.454,0,5367.575,0
5040.581,0,5367.705,0
5040.709,25,5367.833,201
5040.837,0,5367.964,92
5040.963,116,5368.095,199
5041.087,0,5368.225,0
5041.215,0,5368.361,256
5041.336,0,5368.492,29
5041.459,0,5368.621,169
5041.587,0,5368.75,71
5041.703,0,5368.881,0
5041.83,0,5369.011,324
5041.956,0,5369.135,302
5042.078,0,5369.266,248
5042.2,0,5369.391,155
5042.321,104,5369.524,217
5042.448,0,5369.654,0
5042.571,0,5369.781,0
5042.698,74,5369.909,0
5042.821,0,5370.041,187
5042.947,0,5370.171,0
5043.075,0,5370.296,191
5043.204,0,5370.425,0
5043.332,0,5370.556,283
5043.455,0,5370.681,0
5043.581,0,5370.815,0
5043.705,0,5370.94,10
5043.829,0,5371.069,69
5043.956,0,5371.197,232
5044.08,0,5371.324,119
5044.205,0,5371.453,0
5044.329,0,5371.578,0
5044.456,213,5371.706,10
5044.585,0,5371.833,0
5044.714,0,5371.965,0
5044.835,0,5372.096,0
5044.961,0,5372.222,0
5045.414,0,5372.338,50
5045.944,0,5372.468,184
5046.069,0,5372.598,127
5046.195,0,5372.84,106
5046.324,0,5372.963,446
5046.45,0,5373.09,45
5046.574,0,5373.217,0
5046.695,0,5373.344,151
5046.82,0,5373.475,0
5046.947,0,5373.598,0
5047.07,0,5373.724,146
5047.193,0,5373.851,0
5047.318,0,5373.976,91
5047.447,0,5374.104,87
5047.571,0,5374.232,0
5047.698,0,5374.359,0
5047.827,0,5374.484,0
5047.955,0,5374.613,114
5048.077,0,5374.739,142
5048.199,0,5374.868,120
5048.327,0,5374.992,107
5048.455,0,5375.118,0
5048.574,64,5375.24,0
5048.698,0,5375.368,0
5048.82,0,5375.492,0
5048.944,0,5375.62,0
5049.069,0,5375.75,168
5049.188,0,5375.875,0
5049.319,0,5376,66
5049.446,0,5376.122,356
5049.572,0,5376.246,0
5049.703,0,5376.373,102
5049.822,0,5376.501,70
5049.942,0,5376.628,0
5050.069,0,5376.756,43
5050.195,0,5376.883,364
5050.322,0,5377.011,0
5050.443,0,5377.138,64
5050.568,42,5377.269,76
5050.693,0,5377.399,0
5050.815,0,5377.525,0
5050.948,0,5377.652,363
5051.071,0,5377.781,295
5051.197,195,5377.912,0
5051.326,199,5378.039,343
5051.45,0,5378.167,0
5051.576,0,5378.296,229
5051.698,0,5378.427,167
5051.823,0,5378.558,0
5051.949,0,5378.684,49
5052.078,0,5378.81,0
5052.203,0,5378.941,167
5052.331,0,5379.071,130
5052.457,0,5379.203,47
5052.582,0,5379.329,0
5052.703,100,5379.45,76
5052.831,0,5379.581,119
5052.951,0,5379.711,68
5053.075,22,5379.838,226
5053.201,0,5379.963,128
5053.324,92,5380.09,0
5053.454,0,5380.217,0
5053.579,0,5380.345,348
5053.707,0,5380.476,59
5053.836,0,5380.603,292
5053.961,0,5380.728,0
5054.091,0,5380.854,0
5054.216,141,5380.982,0
5054.339,0,5381.327,0
5054.461,0,5381.455,254
5054.586,0,5381.585,0
5054.716,81,5381.714,0
5054.838,74,5381.845,136
5054.96,0,5381.97,0
5055.084,0,5382.092,216
5055.209,0,5382.221,83
5055.332,10,5382.347,0
5055.459,9,5382.472,58
5055.582,0,5382.601,0
5055.702,0,5382.724,0
5055.828,0,5382.85,0
5055.952,0,5382.974,207
5056.075,0,5383.099,0
5056.2,0,5383.225,51
5056.321,0,5383.349,0
5056.449,0,5383.48,0
5056.574,0,5383.606,0
5056.697,0,5383.735,0
5056.826,0,5383.865,193
5056.955,0,5383.994,0
5057.078,119,5384.119,136
5057.202,0,5384.358,0
5057.321,0,5384.478,0
5057.445,0,5384.604,21
5057.572,0,5384.728,0
5057.694,0,5384.856,0
5057.825,0,5384.984,0
5057.949,114,5385.108,84
5058.073,162,5385.238,0
5058.203,0,5385.366,157
5058.325,0,5385.488,0
5058.451,0,5385.615,0
5058.576,0,5385.739,0
5058.7,146,5385.861,0
5058.826,0,5385.982,0
5058.952,0,5386.108,312
5059.073,24,5386.235,0
5059.195,0,5386.364,0
5059.319,9,5386.488,73
5059.445,0,5386.617,0
5059.574,0,5386.742,90
5059.702,105,5386.87,73
5059.819,0,5386.993,84
5059.948,0,5387.122,0
5060.07,0,5387.248,0
5060.195,248,5387.375,0
5060.322,0,5387.496,280
5060.447,0,5387.625,66
5060.574,270,5387.757,0
5060.696,0,5387.88,0
5060.822,0,5388.007,93
5060.95,0,5388.132,0
5061.071,0,5388.256,0
5061.197,0,5388.384,171
5061.323,151,5388.505,219
5061.448,0,5388.633,0
5061.576,0,5388.761,0
5061.701,0,5388.886,0
5061.827,0,5389.008,0
5061.951,0,5389.131,0
5062.078,0,5389.258,0
5062.205,0,5389.383,127
5062.331,0,5389.512,0
5062.889,0,5389.645,124
5063.418,0,5389.764,195
5063.546,0,5389.893,114
5063.675,0,5390.023,0
5063.798,0,5390.15,271
5063.926,0,5390.277,0
5064.047,0,5390.398,0
5064.172,0,5390.524,315
5064.295,252,5390.651,0
5064.418,0,5390.778,0
5064.536,0,5390.905,23
5064.658,74,5391.024,0
5064.787,153,5391.147,152
5064.915,177,5391.269,0
5065.04,0,5391.397,121
5065.167,0,5391.526,0
5065.288,36,5391.647,0
5065.413,0,5391.768,68
5065.537,0,5391.896,111
5065.665,0,5392.023,0
5066.218,0,5392.158,0
5066.749,0,5392.283,62
5066.874,0,5392.407,0
5066.998,0,5392.535,0
5067.124,0,5392.664,0
5067.247,0,5392.793,46
5067.369,0,5392.918,0
5067.495,54,5393.042,127
5067.623,0,5393.165,44
5067.747,0,5393.289,89
5067.872,76,5393.419,47
5067.993,0,5393.542,0
5068.121,0,5393.663,24
5068.251,0,5393.792,0
5068.379,0,5393.922,95
5068.5,22,5394.05,50
5068.624,0,5394.174,0
5068.751,0,5394.294,0
5068.877,0,5394.423,0
5069.004,73,5394.548,62
5069.124,0,5394.678,0
5069.571,0,5394.8,0
5070.1,95,5394.929,352
5070.223,158,5395.057,0
5070.35,0,5395.183,0
5070.476,104,5395.308,0
5070.602,290,5395.435,0
5070.729,0,5395.562,0
5070.851,0,5395.688,0
5070.972,0,5395.818,0
5071.093,0,5395.948,0
5071.216,0,5396.073,70
5071.343,0,5396.202,0
5071.471,0,5396.329,0
5071.596,0,5396.457,0
5071.719,85,5396.585,173
5071.846,0,5396.708,0
5071.968,115,5396.947,0
5072.1,0,5397.076,0
5072.227,0,5397.204,0
5072.354,0,5397.332,236
5072.477,68,5397.46,156
5072.602,0,5397.586,21
5072.729,0,5397.715,224
5072.853,0,5397.847,239
5072.98,0,5397.977,0
5073.103,0,5398.105,110
5073.231,193,5398.227,0
5073.357,0,5398.352,217
5073.48,0,5398.481,0
5073.605,90,5398.61,0
5073.732,0,5398.736,82
5073.858,0,5398.859,0
5073.987,0,5398.985,0
5074.109,0,5399.109,140
5074.233,0,5399.235,171
5074.359,89,5399.362,82
5074.482,192,5399.489,0
5074.612,0,5399.618,0
5074.737,0,5399.743,429
5074.864,0,5399.871,200
5074.984,0,5399.996,91
5075.109,0,5400.121,0
5075.233,0,5400.244,80
5075.357,10,5400.372,171
5075.478,123,5400.504,278
5075.606,0,5400.627,136
5075.734,0,5400.755,0
5075.865,0,5400.877,0
5075.993,146,5401.006,60
5076.119,0,,
5076.248,0,,
5076.37,0,,
5076.495,0,,
5076.615,0,,
5076.74,0,,
5076.865,0,,
5076.994,0,,
5077.116,0,,
5077.241,0,,
5077.367,0,,
5077.491,0,,
5077.617,0,,
5077.751,0,,
5077.878,0,,
5078.006,60,,
5078.13,0,,
5078.258,0,,
5078.381,20,,
5078.503,0,,
5078.624,0,,
5078.747,0,,
5078.876,0,,
5079,36,,
5079.128,0,,
5079.254,0,,
5079.38,0,,
5079.504,0,,
5079.637,0,,
5079.763,0,,
5079.888,0,,
5080.016,0,,
5080.141,0,,
5080.268,197,,
5080.393,0,,
5080.518,0,,
5080.646,0,,
5080.775,0,,
5080.908,45,,
5081.026,0,,
5081.152,153,,
5081.28,0,,
5081.402,0,,
5081.525,115,,
5081.652,129,,
5081.768,11,,
5081.897,0,,
5082.025,0,,
5082.151,0,,
5082.275,0,,
5082.4,0,,
5082.524,84,,
5082.642,31,,
5082.77,0,,
5082.893,120,,
5083.023,0,,
5083.151,237,,
5083.281,80,,
5083.406,0,,
5083.531,145,,
5083.654,0,,
5083.78,0,,
5083.907,0,,
5084.035,0,,
5084.162,0,,
5084.292,0,,
5084.413,0,,
5084.541,0,,
5084.668,0,,
5084.789,0,,
5084.913,0,,
5085.035,37,,
5085.162,0,,
5085.295,0,,
5085.42,0,,
5085.544,79,,
5085.667,0,,
5085.795,95,,
5085.921,0,,
5086.041,0,,
5086.168,0,,
5086.291,0,,
5086.414,260,,
5086.541,0,,
5087.095,0,,
5087.626,0,,
5087.753,0,,
5087.876,0,,
5088.006,0,,
5088.132,0,,
5088.256,96,,
5088.38,0,,
5088.504,0,,
5088.631,60,,
5088.754,0,,
5088.878,0,,
5089,0,,
5089.128,0,,
5089.255,0,,
5089.382,0,,
5089.509,0,,
5089.633,0,,
5089.76,0,,
5089.888,0,,
5090.009,91,,
5090.139,0,,
5090.265,82,,
5090.393,0,,
5090.516,0,,
5090.642,0,,
5090.767,0,,
5090.896,0,,
5091.026,0,,
5091.155,107,,
5091.276,245,,
5091.401,0,,
5091.527,0,,
5091.652,0,,
5091.777,0,,
5091.9,0,,
5092.452,111,,
5092.982,0,,
5093.11,0,,
5093.243,128,,
5093.688,0,,
5094.218,48,,
5094.342,0,,
5094.473,56,,
5094.596,94,,
5094.722,143,,
5094.843,0,,
5094.972,0,,
5095.095,72,,
5095.22,0,,
5095.349,0,,
5095.477,0,,
5095.605,136,,
5095.728,0,,
5095.857,0,,
5095.98,0,,
5096.102,0,,
5096.229,0,,
5096.356,107,,
5096.482,0,,
5096.61,133,,
5096.737,0,,
5096.859,100,,
5096.988,0,,
5097.117,0,,
5097.243,0,,
5097.371,47,,
5097.492,234,,
5097.621,88,,
5097.746,0,,
5097.874,44,,
5098.002,58,,
5098.131,0,,
5098.26,58,,
5098.388,0,,
5098.514,0,,
5098.639,0,,
5098.768,0,,
5098.894,86,,
5099.021,0,,
5099.148,115,,
5099.272,0,,
5099.401,0,,
5099.53,266,,
5099.656,193,,
5099.78,0,,
5099.906,0,,
5100.032,0,,
5100.161,166,,
5100.29,0,,
5100.418,0,,
5100.547,0,,
5100.67,61,,
5100.798,0,,
5100.921,0,,
5101.043,0,,
5101.163,0,,
5101.289,0,,
5101.411,0,,
5101.539,0,,
5101.667,0,,
5101.796,133,,
5101.923,83,,
5102.051,109,,
5102.181,0,,
5102.306,0,,
5102.435,77,,
5102.562,0,,
5102.692,0,,
5102.821,0,,
5102.943,0,,
5103.073,230,,
5103.201,0,,
5103.325,0,,
5103.447,0,,
5103.575,0,,
5103.699,0,,
5103.822,0,,
5103.947,206,,
5104.069,0,,
5104.193,130,,
5104.314,134,,
5104.443,0,,
5104.573,0,,
5104.697,73,,
5104.817,0,,
5104.941,0,,
5105.064,0,,
5105.189,0,,
5105.315,0,,
5105.443,0,,
5105.572,137,,
5105.695,65,,
5105.823,0,,
5105.949,0,,
5106.077,0,,
5106.198,0,,
5106.325,0,,
5106.447,88,,
5106.573,79,,
5106.7,0,,
5106.822,0,,
5106.949,0,,
5107.076,0,,
5107.204,0,,
5107.329,23,,
5107.449,0,,
5107.572,0,,
5107.7,0,,
5107.831,0,,
5107.959,0,,
5108.089,0,,
5108.214,0,,
5108.339,106,,
5108.468,0,,
5108.591,0,,
5108.711,51,,
5108.837,0,,
5108.962,0,,
5109.085,0,,
5109.213,0,,
5109.337,0,,
5109.468,0,,
5109.591,0,,
5109.718,0,,
5109.845,0,,
5109.968,0,,
5110.094,0,,
5110.216,189,,
5110.345,0,,
5110.473,97,,
5110.597,0,,
5111.045,65,,
5111.576,0,,
5111.699,0,,
5111.823,0,,
5111.95,0,,
5112.075,64,,
5112.198,0,,
5112.328,0,,
5112.452,108,,
5112.574,209,,
5112.702,0,,
5112.826,0,,
5112.949,123,,
5113.071,26,,
5113.193,0,,
5113.321,114,,
5113.447,223,,
5113.576,24,,
5113.699,0,,
5113.825,0,,
5113.95,114,,
5114.075,200,,
5114.204,0,,
5114.324,0,,
5114.447,0,,
5114.573,151,,
5114.701,65,,
5114.826,43,,
5114.95,0,,
5115.076,0,,
5115.202,0,,
5115.331,0,,
5115.462,81,,
5115.589,177,,
5115.716,130,,
5115.845,108,,
5115.971,0,,
5116.097,91,,
5116.219,0,,
5116.34,0,,
5116.467,0,,
5116.596,59,,
5116.724,0,,
5116.848,0,,
5116.971,126,,
5117.097,138,,
5117.224,0,,
5117.348,0,,
5117.692,0,,
5118.223,92,,
5118.351,22,,
5118.478,113,,
5118.605,96,,
5118.729,0,,
5118.856,0,,
5118.976,0,,
5119.101,0,,
5119.23,0,,
5119.351,0,,
5119.476,0,,
5119.598,20,,
5119.726,0,,
5119.852,0,,
5119.979,191,,
5120.107,0,,
5120.235,0,,
5120.361,92,,
5120.489,0,,
5120.612,0,,
5120.741,89,,
5120.867,102,,
5120.995,0,,
5121.12,0,,
5121.243,0,,
5121.369,0,,
5121.497,0,,
5121.622,0,,
5121.753,0,,
5121.881,0,,
5122.007,0,,
5122.13,36,,
5122.257,0,,
5122.383,0,,
5122.513,0,,
5122.638,0,,
5122.764,0,,
5123.21,0,,
5123.74,0,,
5123.866,0,,
5123.991,45,,
5124.115,92,,
5124.243,0,,
5124.367,0,,
5124.494,0,,
5124.62,0,,
5124.745,0,,
5124.867,0,,
5124.991,107,,
5125.115,0,,
5125.236,0,,
5125.366,122,,
5125.488,204,,
5125.616,91,,
5125.742,49,,
5125.87,146,,
5125.99,113,,
5126.115,19,,
5126.243,122,,
5126.37,33,,
5126.494,211,,
5126.615,0,,
5126.742,0,,
5126.869,0,,
5126.995,0,,
5127.122,99,,
5127.246,0,,
5127.371,0,,
5127.821,0,,
5128.351,0,,
5128.475,0,,
5128.603,109,,
5128.731,0,,
5128.858,150,,
5128.986,0,,
5129.112,0,,
5129.238,0,,
5129.365,0,,
5129.491,78,,
5129.613,0,,
5129.739,0,,
5129.862,0,,
5129.991,0,,
5130.12,0,,
5130.243,0,,
5130.369,0,,
5130.495,0,,
5130.622,0,,
5130.747,87,,
5130.872,0,,
5131,0,,
5131.121,0,,
5131.245,0,,
5131.369,129,,
5131.49,0,,
5131.615,0,,
5131.74,0,,
5131.868,0,,
5131.992,106,,
5132.111,129,,
5132.232,0,,
5132.36,0,,
5132.487,83,,
5132.614,0,,
5132.738,36,,
5132.867,0,,
5132.989,0,,
5133.114,0,,
5133.239,104,,
5133.362,81,,
5133.49,0,,
5133.618,93,,
5133.74,24,,
5133.863,26,,
5133.987,0,,
5134.112,0,,
5134.233,0,,
5134.356,97,,
5134.48,69,,
5134.605,0,,
5134.731,0,,
5134.856,62,,
5135.306,0,,
5135.836,0,,
